,key_original_file,size,isEmpty,has_zeros,cnt_zeros,cnt_positive_numbers,cnt_negative_numbers,get_minimum,get_maximum,get_sum,get_mean,get_median,get_range,has_duplicates,is_sorted,count_distinct_values,contains_even_numbers,contains_odd_numbers,contains_integers,pp_numbers,pn_numbers,more_positive_or_negative,weigth_of_list,vs,vs_str
429,429,9,False,False,0,2,7,-25,13,-92,-10.222222222222221,-12.0,38,True,False,8,True,True,True,1.8888888888888888,-12.11111111111111,n,wn,1,Violate
430,430,11,False,False,0,6,5,-18,18,14,1.2727272727272727,2.0,36,True,False,9,True,True,True,6.090909090909091,-4.818181818181818,p,wp,0,No-violate
431,431,9,False,True,1,4,4,-27,28,-8,-0.8888888888888888,0.0,55,False,False,9,True,True,True,8.555555555555555,-9.444444444444445,e,wn,1,Violate
432,432,3,False,False,0,1,2,-17,8,-12,-4.0,-3.0,25,False,False,3,True,True,True,2.6666666666666665,-6.666666666666667,n,wn,1,Violate
433,433,12,False,False,0,9,3,-21,27,81,6.75,6.5,48,True,False,10,True,True,True,10.333333333333334,-3.5833333333333335,p,wp,0,No-violate
434,434,2,False,False,0,1,1,-11,9,-2,-1.0,-1.0,20,False,True,2,False,True,True,4.5,-5.5,e,wn,1,Violate
435,435,5,False,False,0,1,4,-24,6,-56,-11.2,-11.0,30,False,False,5,True,True,True,1.2,-12.4,n,wn,1,Violate
436,436,3,False,False,0,1,2,-17,6,-23,-7.666666666666667,-12.0,23,False,False,3,True,True,True,2.0,-9.666666666666666,n,wn,1,Violate
437,437,9,False,False,0,8,1,-25,23,64,7.111111111111111,9.0,48,True,False,8,True,True,True,9.88888888888889,-2.7777777777777777,p,wp,0,No-violate
438,438,6,False,False,0,3,3,-24,28,-2,-0.3333333333333333,-5.5,52,True,False,5,True,True,True,8.0,-8.333333333333334,e,wn,1,Violate
439,439,4,False,False,0,1,3,-21,8,-43,-10.75,-15.0,29,False,False,4,True,True,True,2.0,-12.75,n,wn,1,Violate
440,440,1,False,False,0,1,0,12,12,12,12.0,12.0,0,False,True,1,True,False,True,12.0,0.0,p,wp,0,No-violate
441,441,5,False,False,0,2,3,-10,30,23,4.6,-4.0,40,False,False,5,True,True,True,9.0,-4.4,n,wp,0,No-violate
442,442,8,False,False,0,6,2,-7,28,97,12.125,17.5,35,False,False,8,True,True,True,13.75,-1.625,p,wp,0,No-violate
443,443,14,False,True,1,10,3,-19,14,35,2.5,4.0,33,True,False,10,True,True,True,5.785714285714286,-3.2857142857142856,p,wp,0,No-violate
444,444,1,False,False,0,1,0,25,25,25,25.0,25.0,0,False,True,1,False,True,True,25.0,0.0,p,wp,0,No-violate
445,445,6,False,False,0,0,6,-19,-7,-73,-12.166666666666666,-11.0,12,False,False,6,True,True,True,0.0,-12.166666666666666,n,wn,1,Violate
446,446,11,False,True,1,4,6,-21,12,-57,-5.181818181818182,-5.0,33,True,False,10,True,True,True,2.272727272727273,-7.454545454545454,n,wn,1,Violate
447,447,12,False,False,0,4,8,-12,10,-22,-1.8333333333333333,-4.0,22,True,False,10,True,True,True,2.6666666666666665,-4.5,n,wn,1,Violate
448,448,8,False,False,0,5,3,-24,31,45,5.625,9.0,55,False,False,8,True,True,True,10.875,-5.25,p,wp,0,No-violate
449,449,0,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
450,450,4,False,False,0,3,1,-20,29,44,11.0,17.5,49,False,False,4,True,True,True,16.0,-5.0,p,wp,0,No-violate
451,451,14,False,False,0,4,10,-25,26,-62,-4.428571428571429,-4.5,51,True,False,13,True,True,True,3.7142857142857144,-8.142857142857142,n,wn,1,Violate
452,452,9,False,True,1,7,1,-15,18,72,8.0,11.0,33,True,False,8,True,True,True,9.666666666666666,-1.6666666666666667,p,wp,0,No-violate
453,453,7,False,False,0,2,5,-22,10,-46,-6.571428571428571,-7.0,32,False,False,7,True,True,True,2.7142857142857144,-9.285714285714286,n,wn,1,Violate
454,454,8,False,False,0,3,5,-32,5,-82,-10.25,-9.0,37,False,False,8,True,True,True,1.125,-11.375,n,wn,1,Violate
455,455,9,False,False,0,6,3,-10,15,45,5.0,6.0,25,True,False,8,True,True,True,7.0,-2.0,p,wp,0,No-violate
456,456,1,False,False,0,1,0,31,31,31,31.0,31.0,0,False,True,1,False,True,True,31.0,0.0,p,wp,0,No-violate
457,457,4,False,False,0,1,3,-24,5,-52,-13.0,-16.5,29,False,False,4,True,True,True,1.25,-14.25,n,wn,1,Violate
458,458,6,False,False,0,4,2,-23,21,15,2.5,11.5,44,False,False,6,True,True,True,9.666666666666666,-7.166666666666667,p,wp,0,No-violate
459,459,6,False,False,0,2,4,-21,13,-33,-5.5,-6.0,34,False,False,6,True,True,True,3.1666666666666665,-8.666666666666666,n,wn,1,Violate
460,460,11,False,False,0,4,7,-20,9,-32,-2.909090909090909,-2.0,29,True,False,10,True,True,True,2.272727272727273,-5.181818181818182,n,wn,1,Violate
461,461,11,False,False,0,7,4,-15,21,69,6.2727272727272725,3.0,36,True,False,10,True,True,True,8.454545454545455,-2.1818181818181817,p,wp,0,No-violate
462,462,5,False,False,0,4,1,-5,14,29,5.8,6.0,19,False,False,5,True,True,True,6.8,-1.0,p,wp,0,No-violate
463,463,13,False,False,0,6,7,-31,11,-77,-5.923076923076923,-10.0,42,True,False,12,True,True,True,3.0,-8.923076923076923,n,wn,1,Violate
464,464,4,False,False,0,2,2,-24,15,-17,-4.25,-4.0,39,False,False,4,True,True,True,4.5,-8.75,e,wn,1,Violate
465,465,11,False,False,0,6,5,-26,30,44,4.0,4.0,56,False,False,11,True,True,True,9.818181818181818,-5.818181818181818,p,wp,0,No-violate
466,466,6,False,True,1,2,3,-24,12,-32,-5.333333333333333,-3.5,36,False,False,6,True,True,True,3.5,-8.833333333333334,n,wn,1,Violate
467,467,14,False,False,0,3,11,-20,20,-100,-7.142857142857143,-10.5,40,True,False,12,True,True,True,2.857142857142857,-10.0,n,wn,1,Violate
468,468,4,False,False,0,3,1,-4,22,34,8.5,8.0,26,False,False,4,True,True,True,9.5,-1.0,p,wp,0,No-violate
469,469,5,False,False,0,2,3,-30,20,-49,-9.8,-19.0,50,False,False,5,True,True,True,5.2,-15.0,n,wn,1,Violate
470,470,8,False,True,1,5,2,-6,22,56,7.0,6.0,28,False,False,8,True,False,True,8.0,-1.0,p,wp,0,No-violate
471,471,12,False,False,0,6,6,-16,14,-21,-1.75,-2.5,30,True,False,10,True,True,True,4.416666666666667,-6.166666666666667,e,wn,1,Violate
472,472,9,False,False,0,2,7,-19,19,-44,-4.888888888888889,-7.0,38,True,False,8,True,True,True,3.3333333333333335,-8.222222222222221,n,wn,1,Violate
473,473,14,False,False,0,8,6,-18,26,45,3.2142857142857144,5.0,44,True,False,13,True,True,True,7.714285714285714,-4.5,p,wp,0,No-violate
474,474,7,False,False,0,5,2,-14,18,26,3.7142857142857144,9.0,32,False,False,7,True,True,True,7.0,-3.2857142857142856,p,wp,0,No-violate
475,475,13,False,True,1,8,4,-15,19,55,4.230769230769231,2.0,34,True,False,12,True,True,True,6.769230769230769,-2.5384615384615383,p,wp,0,No-violate
476,476,7,False,False,0,3,4,-24,20,-10,-1.4285714285714286,-3.0,44,False,False,7,True,True,True,5.857142857142857,-7.285714285714286,n,wn,1,Violate
477,477,8,False,False,0,6,2,-9,28,119,14.875,20.0,37,True,False,7,True,True,True,16.375,-1.5,p,wp,0,No-violate
478,478,7,False,False,0,5,2,-24,33,50,7.142857142857143,13.0,57,False,False,7,True,True,True,12.285714285714286,-5.142857142857143,p,wp,0,No-violate
479,479,0,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
480,480,6,False,False,0,3,3,-15,23,4,0.6666666666666666,-3.0,38,False,False,6,False,True,True,6.5,-5.833333333333333,e,wp,0,No-violate
481,481,7,False,False,0,4,3,-10,21,29,4.142857142857143,5.0,31,False,False,7,True,True,True,7.0,-2.857142857142857,p,wp,0,No-violate
482,482,9,False,False,0,5,4,-21,26,19,2.111111111111111,4.0,47,True,False,8,True,True,True,8.333333333333334,-6.222222222222222,p,wp,0,No-violate
483,483,3,False,False,0,3,0,3,32,52,17.333333333333332,17.0,29,False,False,3,True,True,True,17.333333333333332,0.0,p,wp,0,No-violate
484,484,3,False,False,0,0,3,-21,-2,-31,-10.333333333333334,-8.0,19,False,False,3,True,True,True,0.0,-10.333333333333334,n,wn,1,Violate
485,485,4,False,False,0,3,1,-7,10,20,5.0,8.5,17,False,False,4,True,True,True,6.75,-1.75,p,wp,0,No-violate
486,486,0,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
487,487,8,False,False,0,6,2,-25,26,45,5.625,5.0,51,False,False,8,True,True,True,9.25,-3.625,p,wp,0,No-violate
488,488,6,False,False,0,1,5,-26,2,-93,-15.5,-15.5,28,True,False,4,True,True,True,0.3333333333333333,-15.833333333333334,n,wn,1,Violate
489,489,0,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
490,490,5,False,False,0,2,3,-13,10,-16,-3.2,-7.0,23,True,False,4,True,True,True,2.2,-5.4,n,wn,1,Violate
491,491,0,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
492,492,4,False,False,0,4,0,9,14,44,11.0,10.5,5,False,False,4,True,True,True,11.0,0.0,p,wp,0,No-violate
493,493,14,False,False,0,9,5,-14,26,111,7.928571428571429,9.0,40,True,False,12,True,True,True,10.428571428571429,-2.5,p,wp,0,No-violate
494,494,3,False,False,0,1,2,-27,14,-33,-11.0,-20.0,41,False,False,3,True,True,True,4.666666666666667,-15.666666666666666,n,wn,1,Violate
495,495,10,False,False,0,4,6,-25,12,-39,-3.9,-4.5,37,True,False,9,True,True,True,4.1,-8.0,n,wn,1,Violate
496,496,13,False,False,0,5,8,-29,13,-82,-6.3076923076923075,-3.0,42,True,False,11,True,True,True,3.0,-9.307692307692308,n,wn,1,Violate
497,497,13,False,False,0,5,8,-19,18,-56,-4.3076923076923075,-5.0,37,True,False,9,True,True,True,4.461538461538462,-8.76923076923077,n,wn,1,Violate
498,498,13,False,False,0,5,8,-19,12,-36,-2.769230769230769,-1.0,31,True,False,12,True,True,True,2.6923076923076925,-5.461538461538462,n,wn,1,Violate
499,499,0,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
500,500,7,False,True,1,3,3,-15,26,20,2.857142857142857,0.0,41,False,False,7,True,True,True,6.142857142857143,-3.2857142857142856,e,wp,0,No-violate
501,501,14,False,False,0,8,6,-17,22,54,3.857142857142857,2.5,39,True,False,12,True,True,True,7.785714285714286,-3.9285714285714284,p,wp,0,No-violate
502,502,11,False,False,0,8,3,-18,18,49,4.454545454545454,8.0,36,False,False,11,True,True,True,8.272727272727273,-3.8181818181818183,p,wp,0,No-violate
503,503,3,False,False,0,3,0,9,14,33,11.0,10.0,5,False,False,3,True,True,True,11.0,0.0,p,wp,0,No-violate
504,504,10,False,False,0,7,3,-27,26,67,6.7,12.0,53,False,False,10,True,True,True,11.4,-4.7,p,wp,0,No-violate
505,505,7,False,False,0,6,1,-2,21,91,13.0,15.0,23,False,False,7,True,True,True,13.285714285714286,-0.2857142857142857,p,wp,0,No-violate
506,506,14,False,False,0,4,10,-14,15,-53,-3.7857142857142856,-7.0,29,True,False,10,True,True,True,2.642857142857143,-6.428571428571429,n,wn,1,Violate
507,507,1,False,False,0,0,1,-4,-4,-4,-4.0,-4.0,0,False,True,1,True,False,True,0.0,-4.0,n,wn,1,Violate
508,508,10,False,True,1,7,2,-16,24,114,11.4,18.0,40,True,False,9,True,True,True,13.8,-2.4,p,wp,0,No-violate
509,509,10,False,False,0,4,6,-21,14,-44,-4.4,-6.5,35,True,False,9,True,True,True,3.2,-7.6,n,wn,1,Violate
510,510,0,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
511,511,12,False,False,0,6,6,-24,27,4,0.3333333333333333,-3.5,51,True,False,11,True,True,True,8.75,-8.416666666666666,e,wp,0,No-violate
512,512,8,False,False,0,1,7,-20,13,-79,-9.875,-15.0,33,True,False,7,True,True,True,1.625,-11.5,n,wn,1,Violate
513,513,6,False,False,0,2,4,-28,14,-44,-7.333333333333333,-6.0,42,False,False,6,True,True,True,3.5,-10.833333333333334,n,wn,1,Violate
514,514,10,False,False,0,4,6,-31,21,-48,-4.8,-10.0,52,True,False,9,True,True,True,6.4,-11.2,n,wn,1,Violate
515,515,8,False,False,0,2,6,-21,30,-43,-5.375,-12.5,51,True,False,7,True,True,True,5.625,-11.0,n,wn,1,Violate
516,516,2,False,False,0,1,1,-19,14,-5,-2.5,-2.5,33,False,False,2,True,True,True,7.0,-9.5,e,wn,1,Violate
517,517,6,False,False,0,4,2,-16,20,43,7.166666666666667,16.5,36,False,False,6,True,True,True,11.833333333333334,-4.666666666666667,p,wp,0,No-violate
518,518,4,False,False,0,3,1,-21,21,26,6.5,13.0,42,False,True,4,True,True,True,11.75,-5.25,p,wp,0,No-violate
519,519,3,False,False,0,2,1,-11,13,12,4.0,10.0,24,False,False,3,True,True,True,7.666666666666667,-3.6666666666666665,p,wp,0,No-violate
520,520,4,False,False,0,2,2,-10,16,9,2.25,1.5,26,False,False,4,True,True,True,5.25,-3.0,e,wp,0,No-violate
521,521,14,False,False,0,9,5,-17,15,23,1.6428571428571428,3.5,32,True,False,12,True,True,True,5.571428571428571,-3.9285714285714284,p,wp,0,No-violate
522,522,6,False,False,0,6,0,1,28,76,12.666666666666666,12.5,27,False,False,6,True,True,True,12.666666666666666,0.0,p,wp,0,No-violate
523,523,14,False,False,0,7,7,-19,22,22,1.5714285714285714,-1.5,41,True,False,12,True,True,True,6.071428571428571,-4.5,e,wp,0,No-violate
524,524,5,False,False,0,3,2,-26,10,-24,-4.8,1.0,36,False,False,5,True,True,True,3.4,-8.2,p,wn,1,Violate
525,525,11,False,False,0,9,2,-9,25,94,8.545454545454545,6.0,34,False,False,11,True,True,True,10.090909090909092,-1.5454545454545454,p,wp,0,No-violate
526,526,4,False,True,1,1,2,-29,4,-32,-8.0,-3.5,33,False,False,4,True,True,True,1.0,-9.0,n,wn,1,Violate
527,527,9,False,False,0,5,4,-25,19,-1,-0.1111111111111111,3.0,44,True,False,8,True,True,True,5.222222222222222,-5.333333333333333,p,wn,1,Violate
528,528,11,False,False,0,5,6,-22,25,-19,-1.7272727272727273,-11.0,47,False,False,11,True,True,True,7.2727272727272725,-9.0,n,wn,1,Violate
529,529,14,False,False,0,6,8,-25,26,-45,-3.2142857142857144,-3.0,51,True,False,13,True,True,True,5.714285714285714,-8.928571428571429,n,wn,1,Violate
530,530,6,False,False,0,1,5,-18,19,-48,-8.0,-12.5,37,True,False,4,True,True,True,3.1666666666666665,-11.166666666666666,n,wn,1,Violate
531,531,9,False,False,0,6,3,-15,13,12,1.3333333333333333,3.0,28,False,False,9,True,True,True,4.666666666666667,-3.3333333333333335,p,wp,0,No-violate
532,532,4,False,False,0,2,2,-8,15,18,4.5,5.5,23,False,False,4,True,True,True,7.0,-2.5,e,wp,0,No-violate
533,533,13,False,False,0,7,6,-18,22,8,0.6153846153846154,4.0,40,True,False,12,True,True,True,6.384615384615385,-5.769230769230769,p,wp,0,No-violate
534,534,14,False,False,0,5,9,-27,14,-121,-8.642857142857142,-8.5,41,True,False,12,True,True,True,2.7142857142857144,-11.357142857142858,n,wn,1,Violate
535,535,2,False,False,0,1,1,-2,7,5,2.5,2.5,9,False,False,2,True,True,True,3.5,-1.0,e,wp,0,No-violate
536,536,7,False,True,1,4,2,-7,26,60,8.571428571428571,3.0,33,False,False,7,True,True,True,10.142857142857142,-1.5714285714285714,p,wp,0,No-violate
537,537,4,False,False,0,3,1,-1,18,29,7.25,6.0,19,False,False,4,True,True,True,7.5,-0.25,p,wp,0,No-violate
538,538,0,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
539,539,9,False,False,0,5,4,-7,10,9,1.0,1.0,17,True,False,8,True,True,True,3.111111111111111,-2.111111111111111,p,wp,0,No-violate
540,540,2,False,False,0,1,1,-23,11,-12,-6.0,-6.0,34,False,False,2,False,True,True,5.5,-11.5,e,wn,1,Violate
541,541,9,False,False,0,5,4,-14,16,17,1.8888888888888888,3.0,30,True,False,8,True,True,True,5.333333333333333,-3.4444444444444446,p,wp,0,No-violate
542,542,10,False,True,1,8,1,-5,27,85,8.5,8.0,32,True,False,8,True,True,True,9.0,-0.5,p,wp,0,No-violate
543,543,3,False,False,0,1,2,-26,5,-33,-11.0,-12.0,31,False,True,3,True,True,True,1.6666666666666667,-12.666666666666666,n,wn,1,Violate
544,544,4,False,False,0,1,3,-14,15,-10,-2.5,-5.5,29,False,False,4,True,True,True,3.75,-6.25,n,wn,1,Violate
545,545,7,False,False,0,6,1,-23,26,38,5.428571428571429,7.0,49,False,False,7,True,True,True,8.714285714285714,-3.2857142857142856,p,wp,0,No-violate
546,546,4,False,False,0,2,2,-27,13,-29,-7.25,-7.5,40,False,False,4,True,True,True,3.75,-11.0,e,wn,1,Violate
547,547,13,False,False,0,6,7,-12,18,2,0.15384615384615385,-2.0,30,True,False,10,True,True,True,4.6923076923076925,-4.538461538461538,n,wp,0,No-violate
548,548,13,False,False,0,4,9,-17,17,-21,-1.6153846153846154,-4.0,34,True,False,10,True,True,True,3.5384615384615383,-5.153846153846154,n,wn,1,Violate
549,549,10,False,True,1,2,7,-33,14,-67,-6.7,-3.5,47,False,False,10,True,True,True,2.3,-9.0,n,wn,1,Violate
550,550,11,False,False,0,4,7,-15,14,-18,-1.6363636363636365,-4.0,29,True,False,9,True,True,True,4.454545454545454,-6.090909090909091,n,wn,1,Violate
551,551,0,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
552,552,5,False,False,0,4,1,-21,22,38,7.6,12.0,43,False,False,5,True,True,True,11.8,-4.2,p,wp,0,No-violate
553,553,10,False,False,0,6,4,-23,29,30,3.0,7.0,52,False,False,10,True,True,True,10.0,-7.0,p,wp,0,No-violate
554,554,14,False,False,0,6,8,-16,16,-31,-2.2142857142857144,-1.5,32,True,False,12,True,True,True,3.5714285714285716,-5.785714285714286,n,wn,1,Violate
555,555,3,False,False,0,1,2,-14,6,-10,-3.3333333333333335,-2.0,20,False,False,3,True,False,True,2.0,-5.333333333333333,n,wn,1,Violate
556,556,12,False,True,1,7,4,-15,17,42,3.5,4.5,32,True,False,11,True,True,True,6.25,-2.75,p,wp,0,No-violate
557,557,11,False,False,0,6,5,-27,24,6,0.5454545454545454,1.0,51,False,False,11,True,True,True,8.0,-7.454545454545454,p,wp,0,No-violate
558,558,1,False,False,0,1,0,10,10,10,10.0,10.0,0,False,True,1,True,False,True,10.0,0.0,p,wp,0,No-violate
559,559,9,False,False,0,4,5,-30,22,-1,-0.1111111111111111,-2.0,52,False,False,9,True,True,True,8.444444444444445,-8.555555555555555,n,wn,1,Violate
560,560,0,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
561,561,9,False,False,0,1,8,-25,1,-87,-9.666666666666666,-6.0,26,True,False,7,True,True,True,0.1111111111111111,-9.777777777777779,n,wn,1,Violate
562,562,2,False,False,0,0,2,-12,-8,-20,-10.0,-10.0,4,False,True,2,True,False,True,0.0,-10.0,n,wn,1,Violate
563,563,9,False,True,1,3,5,-19,22,-33,-3.6666666666666665,-8.0,41,True,False,7,True,True,True,4.222222222222222,-7.888888888888889,n,wn,1,Violate
564,564,0,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
565,565,12,False,True,1,5,6,-17,24,5,0.4166666666666667,-2.0,41,False,False,12,True,True,True,5.833333333333333,-5.416666666666667,n,wp,0,No-violate
566,566,2,False,False,0,0,2,-25,-22,-47,-23.5,-23.5,3,False,True,2,True,True,True,0.0,-23.5,n,wn,1,Violate
567,567,7,False,False,0,5,2,-18,31,82,11.714285714285714,21.0,49,False,False,7,True,True,True,15.571428571428571,-3.857142857142857,p,wp,0,No-violate
568,568,13,False,False,0,5,8,-19,23,7,0.5384615384615384,-5.0,42,True,False,12,True,True,True,7.076923076923077,-6.538461538461538,n,wp,0,No-violate
569,569,1,False,False,0,1,0,6,6,6,6.0,6.0,0,False,True,1,True,False,True,6.0,0.0,p,wp,0,No-violate
570,570,6,False,False,0,4,2,-21,22,31,5.166666666666667,11.0,43,False,False,6,True,True,True,10.666666666666666,-5.5,p,wp,0,No-violate
571,571,10,False,True,1,4,5,-12,20,5,0.5,-0.5,32,True,False,9,True,True,True,3.4,-2.9,n,wp,0,No-violate
572,572,2,False,False,0,1,1,-17,16,-1,-0.5,-0.5,33,False,False,2,True,True,True,8.0,-8.5,e,wn,1,Violate
573,573,2,False,False,0,1,1,-2,6,4,2.0,2.0,8,False,False,2,True,False,True,3.0,-1.0,e,wp,0,No-violate
574,574,11,False,False,0,5,6,-13,22,24,2.1818181818181817,-1.0,35,False,False,11,True,True,True,6.818181818181818,-4.636363636363637,n,wp,0,No-violate
575,575,3,False,False,0,0,3,-20,-4,-40,-13.333333333333334,-16.0,16,False,False,3,True,False,True,0.0,-13.333333333333334,n,wn,1,Violate
576,576,1,False,False,0,0,1,-22,-22,-22,-22.0,-22.0,0,False,True,1,True,False,True,0.0,-22.0,n,wn,1,Violate
577,577,1,False,False,0,1,0,26,26,26,26.0,26.0,0,False,True,1,True,False,True,26.0,0.0,p,wp,0,No-violate
578,578,2,False,False,0,1,1,-13,21,8,4.0,4.0,34,False,True,2,False,True,True,10.5,-6.5,e,wp,0,No-violate
579,579,10,False,False,0,3,7,-16,11,-43,-4.3,-2.5,27,True,False,9,True,True,True,1.8,-6.1,n,wn,1,Violate
580,580,6,False,False,0,6,0,5,21,81,13.5,13.0,16,False,False,6,True,True,True,13.5,0.0,p,wp,0,No-violate
581,581,11,False,False,0,6,5,-20,23,12,1.0909090909090908,2.0,43,False,False,11,True,True,True,8.272727272727273,-7.181818181818182,p,wp,0,No-violate
582,582,5,False,True,1,2,2,-20,19,-17,-3.4,0.0,39,False,False,5,True,True,True,4.2,-7.6,e,wn,1,Violate
583,583,5,False,False,0,4,1,-4,19,51,10.2,12.0,23,False,False,5,True,True,True,11.0,-0.8,p,wp,0,No-violate
584,584,7,False,False,0,3,4,-16,18,-19,-2.7142857142857144,-10.0,34,True,False,6,True,True,True,4.0,-6.714285714285714,n,wn,1,Violate
585,585,3,False,False,0,2,1,-24,19,6,2.0,11.0,43,False,False,3,True,True,True,10.0,-8.0,p,wp,0,No-violate
586,586,6,False,False,0,3,3,-17,29,6,1.0,-2.5,46,False,False,6,True,True,True,8.5,-7.5,e,wp,0,No-violate
587,587,2,False,False,0,1,1,-7,6,-1,-0.5,-0.5,13,False,False,2,True,True,True,3.0,-3.5,e,wn,1,Violate
588,588,1,False,False,0,1,0,12,12,12,12.0,12.0,0,False,True,1,True,False,True,12.0,0.0,p,wp,0,No-violate
589,589,4,False,False,0,3,1,-1,14,28,7.0,7.5,15,False,False,4,True,True,True,7.25,-0.25,p,wp,0,No-violate
590,590,1,False,False,0,1,0,6,6,6,6.0,6.0,0,False,True,1,True,False,True,6.0,0.0,p,wp,0,No-violate
591,591,2,False,False,0,1,1,-2,17,15,7.5,7.5,19,False,False,2,True,True,True,8.5,-1.0,e,wp,0,No-violate
592,592,8,False,False,0,4,4,-21,15,-4,-0.5,2.0,36,False,False,8,True,True,True,4.625,-5.125,e,wn,1,Violate
593,593,1,False,True,1,0,0,0,0,0,0.0,0.0,0,False,True,1,True,False,True,0.0,0.0,e,we,0,No-violate
594,594,7,False,False,0,3,4,-19,14,-8,-1.1428571428571428,-4.0,33,True,False,6,True,True,True,5.714285714285714,-6.857142857142857,n,wn,1,Violate
595,595,5,False,False,0,2,3,-17,12,-4,-0.8,-1.0,29,False,False,5,True,True,True,4.2,-5.0,n,wn,1,Violate
596,596,4,False,False,0,1,3,-17,9,-29,-7.25,-10.5,26,False,False,4,True,True,True,2.25,-9.5,n,wn,1,Violate
597,597,11,False,False,0,4,7,-19,25,-29,-2.6363636363636362,-6.0,44,True,False,8,True,True,True,3.909090909090909,-6.545454545454546,n,wn,1,Violate
598,598,9,False,False,0,3,6,-21,26,-49,-5.444444444444445,-9.0,47,True,False,8,True,True,True,3.3333333333333335,-8.777777777777779,n,wn,1,Violate
599,599,7,False,False,0,1,6,-24,15,-55,-7.857142857142857,-11.0,39,False,False,7,True,True,True,2.142857142857143,-10.0,n,wn,1,Violate
600,600,3,False,False,0,0,3,-20,-11,-48,-16.0,-17.0,9,False,False,3,True,True,True,0.0,-16.0,n,wn,1,Violate
601,601,0,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,we,0,No-violate
602,602,3,False,False,0,1,2,-9,13,-5,-1.6666666666666667,-9.0,22,True,False,2,False,True,True,4.333333333333333,-6.0,n,wn,1,Violate
603,603,13,False,False,0,2,11,-30,15,-145,-11.153846153846153,-13.0,45,True,False,11,True,True,True,2.1538461538461537,-13.307692307692308,n,wn,1,Violate
604,604,13,False,True,1,9,3,-19,30,101,7.769230769230769,10.0,49,True,False,11,True,True,True,9.76923076923077,-2.0,p,wp,0,No-violate
605,605,11,False,True,1,5,5,-10,14,25,2.272727272727273,0.0,24,True,False,8,True,True,True,4.7272727272727275,-2.4545454545454546,e,wp,0,No-violate
606,606,4,False,False,0,0,4,-15,-4,-47,-11.75,-14.0,11,True,False,3,True,True,True,0.0,-11.75,n,wn,1,Violate
607,607,6,False,False,0,4,2,-27,17,-12,-2.0,3.5,44,True,False,5,True,True,True,6.833333333333333,-8.833333333333334,p,wn,1,Violate
608,608,12,False,True,1,4,7,-24,18,-54,-4.5,-4.0,42,False,False,12,True,True,True,3.8333333333333335,-8.333333333333334,n,wn,1,Violate
609,609,13,False,False,0,8,5,-26,15,11,0.8461538461538461,4.0,41,True,False,11,True,True,True,5.6923076923076925,-4.846153846153846,p,wp,0,No-violate
610,610,6,False,True,1,4,1,-9,19,27,4.5,3.0,28,True,False,5,True,True,True,6.0,-1.5,p,wp,0,No-violate
611,611,9,False,True,1,5,3,-25,19,-18,-2.0,1.0,44,False,False,9,True,True,True,5.444444444444445,-7.444444444444445,p,wn,1,Violate
612,612,5,False,False,0,3,2,-11,9,3,0.6,4.0,20,False,False,5,True,True,True,3.8,-3.2,p,wp,0,No-violate
613,613,14,False,True,1,4,9,-31,20,-146,-10.428571428571429,-14.5,51,True,False,12,True,True,True,3.142857142857143,-13.571428571428571,n,wn,1,Violate
614,614,4,False,True,1,0,3,-15,0,-33,-8.25,-9.0,15,False,False,4,True,True,True,0.0,-8.25,n,wn,1,Violate
615,615,10,False,False,0,5,5,-25,23,-17,-1.7,-5.0,48,True,False,9,True,True,True,7.8,-9.5,e,wn,1,Violate
616,616,1,False,False,0,0,1,-20,-20,-20,-20.0,-20.0,0,False,True,1,True,False,True,0.0,-20.0,n,wn,1,Violate
617,617,9,False,False,0,7,2,-15,27,101,11.222222222222221,12.0,42,False,False,9,True,True,True,13.555555555555555,-2.3333333333333335,p,wp,0,No-violate
