,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
417,"[-28, -2, -13, 17, 26, -6, 11, -28, 23, -5, 25, -20, 17, -7]","[23, 17, 25, -20, -7, -13, 26, -6, -2, 17, -28, 11, -5, -28]","[-26, 0, -11, 19, 28, -4, 13, -26, 25, -3, 27, -18, 19, -5]","[-56, -4, -26, 34, 52, -12, 22, -56, 46, -10, 50, -40, 34, -14]","[-0.03571428571428571, -0.5, -0.07692307692307693, 0.058823529411764705, 0.038461538461538464, -0.16666666666666666, 0.09090909090909091, -0.03571428571428571, 0.043478260869565216, -0.2, 0.04, -0.05, 0.058823529411764705, -0.14285714285714285]","[-28, -2, 2, -13, 17, 26, -6, 11, -28, 23, -5, 25, -20, 17, -7]","[-28, -2, -13, 17, 26, -6, -28, 23, -5, 25, -20, 17, -7]","[-1.5551519076448905, -0.14700440918036278, -0.7427591200692013, 0.8820264550821766, 1.36946212762759, -0.3636424858672132, 0.5570693400519011, -1.5551519076448905, 1.2069835701124523, -0.30948296669550057, 1.3153026084558774, -1.1218757542711897, 0.8820264550821766, -0.4178020050389258]","[1.2069835701124523, 0.8820264550821766, 1.3153026084558774, -1.1218757542711897, -0.4178020050389258, -0.7427591200692013, 1.36946212762759, -0.3636424858672132, -0.14700440918036278, 0.8820264550821766, -1.5551519076448905, 0.5570693400519011, -0.30948296669550057, -1.5551519076448905]","[-1.5551519076448905, -0.14700440918036278, -0.7427591200692014, 0.8820264550821766, 1.36946212762759, -0.3636424858672132, 0.557069340051901, -1.5551519076448905, 1.2069835701124523, -0.30948296669550057, 1.3153026084558774, -1.1218757542711897, 0.8820264550821766, -0.4178020050389258]","[-1.5551519076448905, -0.14700440918036278, -0.7427591200692013, 0.8820264550821766, 1.36946212762759, -0.3636424858672132, 0.5570693400519011, -1.5551519076448905, 1.2069835701124523, -0.30948296669550057, 1.3153026084558774, -1.1218757542711897, 0.8820264550821766, -0.4178020050389258]","[0.17989786352336587, -2.9186702505319038, -0.0951229750022498, 0.8108280224938959, 0.674935372869474, -0.6940572455691459, 1.0249618946293486, 0.17989786352336587, 0.7084161706030272, -0.9165185460654219, 0.6852028175077636, 0.08455730616781909, 0.8108280224938959, -0.5351563166432347]","[-1.614279444001068, -0.15694383483343716, 0.06726164350004449, -0.7735089002505118, 0.9080321872506006, 1.4124945135009344, -0.3811493131669188, 0.5717239697503782, -1.614279444001068, 1.244340404750823, -0.3250979435835484, 1.356443143917564, -1.1658684873341045, 0.9080321872506006, -0.4372006827502892]","[-1.4750005387034424, -0.10158405913935553, -0.6826448774164692, 0.9020664451574771, 1.377479841929661, -0.31287890214921504, -1.4750005387034424, 1.2190087096722664, -0.26005519139675015, 1.324656131177196, -1.0524108526837233, 0.9020664451574771, -0.36570261290167994]",No-violate,Violate,Violate,Violate,No-violate,No-violate,0,1,1,1,0,0
418,"[-15, 13, 7, 17, -12, 2, -14, -18, 14, -10, 17, 18, -13, -11]","[2, 7, -15, -12, -11, -10, 14, -18, 17, 13, 18, -13, 17, -14]","[-13, 15, 9, 19, -10, 4, -12, -16, 16, -8, 19, 20, -11, -9]","[-30, 26, 14, 34, -24, 4, -28, -36, 28, -20, 34, 36, -26, -22]","[-0.06666666666666667, 0.07692307692307693, 0.14285714285714285, 0.058823529411764705, -0.08333333333333333, 0.5, -0.07142857142857142, -0.05555555555555555, 0.07142857142857142, -0.1, 0.058823529411764705, 0.05555555555555555, -0.07692307692307693, -0.09090909090909091]","[-15, 13, 7, 17, -12, 2, -14, -18, 14, -10, 17, 18, -13, 2, -11]","[-15, 13, 7, 17, -12, 2, -14, -18, -10, 17, 18, -13, -11]","[-1.0750680412972813, 0.9806718230370323, 0.5401561378225365, 1.2743489465133628, -0.8548101986900334, 0.17305973347712333, -1.0016487604281987, -1.2953258839045292, 1.054091103906115, -0.7079716369518682, 1.2743489465133628, 1.3477682273824454, -0.928229479559116, -0.7813909178209508]","[0.17305973347712333, 0.5401561378225364, -1.0750680412972813, -0.8548101986900333, -0.7813909178209507, -0.707971636951868, 1.0540911039061147, -1.295325883904529, 1.2743489465133626, 0.9806718230370322, 1.3477682273824452, -0.9282294795591159, 1.2743489465133626, -1.0016487604281985]","[-1.0750680412972813, 0.9806718230370322, 0.5401561378225365, 1.2743489465133626, -0.8548101986900333, 0.17305973347712333, -1.0016487604281985, -1.295325883904529, 1.0540911039061147, -0.707971636951868, 1.2743489465133626, 1.3477682273824452, -0.9282294795591159, -0.7813909178209507]","[-1.0750680412972813, 0.9806718230370323, 0.5401561378225365, 1.2743489465133628, -0.8548101986900334, 0.17305973347712333, -1.0016487604281987, -1.2953258839045292, 1.054091103906115, -0.7079716369518682, 1.2743489465133628, 1.3477682273824454, -0.928229479559116, -0.7813909178209508]","[-0.636600361527563, 0.30929590010288094, 0.7436360202393092, 0.19006527888895944, -0.7463918918953825, 3.0963116709782965, -0.6679693702040829, -0.5634060079490167, 0.2731008900915119, -0.8561834222632019, 0.19006527888895944, 0.16853752783644582, -0.7041643802154519, -0.796297132971664]","[-1.1236222222116166, 1.0021495495400903, 0.5466270270218675, 1.3058312312189055, -0.895860960952505, 0.1670249249233484, -1.0477018017919126, -1.351383483470728, 1.078069969959794, -0.7440201201130974, 1.3058312312189055, 1.3817516516386092, -0.9717813813722088, 0.1670249249233484, -0.8199405405328012]","[-1.0015856332262747, 1.0698755627644299, 0.6259910207664217, 1.3657985907631018, -0.7796433622272706, 0.2560872357680816, -0.9276048762266067, -1.223527904225279, -0.6316818482279346, 1.3657985907631018, 1.4397793477627698, -0.8536241192269387, -0.7056626052276026]",Violate,Violate,Violate,Violate,No-violate,No-violate,1,1,1,1,0,0
419,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
420,[-12],[-12],[-10],[-24],[-0.08333333333333333],"[2, -12]",[],error,error,error,error,error,"[1.0, -1.0]",error,error,error,error,error,Violate,error,error,error,error,error,1,error
421,"[15, -8, 4, 22, 23, 7, -26]","[-26, -8, 15, 4, 7, 23, 22]","[17, -6, 6, 24, 25, 9, -24]","[30, -16, 8, 44, 46, 14, -52]","[0.06666666666666667, -0.125, 0.25, 0.045454545454545456, 0.043478260869565216, 0.14285714285714285, -0.038461538461538464]","[15, -8, 4, 22, 2, 23, 7, -26]","[15, -8, 4, 22, 23, -26]","[0.597965413149648, -0.8178056385723127, -0.07914248115215929, 1.028852254978071, 1.090407518096417, 0.10552330820287907, -1.9258003747025427]","[-1.9258003747025427, -0.8178056385723127, 0.597965413149648, -0.07914248115215929, 0.10552330820287907, 1.090407518096417, 1.028852254978071]","[0.597965413149648, -0.8178056385723127, -0.07914248115215929, 1.028852254978071, 1.090407518096417, 0.10552330820287907, -1.9258003747025427]","[0.597965413149648, -0.8178056385723127, -0.07914248115215929, 1.028852254978071, 1.090407518096417, 0.10552330820287907, -1.9258003747025427]","[0.10451216911386947, -1.6123699779922929, 1.7467472663458508, -0.08549850329313662, -0.10320136097080801, 0.7869994822492382, -0.8371890754527213]","[0.6645821781829527, -0.8450859796647423, -0.05743302774420579, 1.124046400136599, -0.18870851973096187, 1.189684146129977, 0.13948021023592835, -2.0265654075455473]","[0.5704205549806813, -0.7415467214748858, -0.05704205549806814, 0.9697149434671583, 1.0267569989652265, -1.7683037204401122]",No-violate,Violate,Violate,Violate,No-violate,No-violate,0,1,1,1,0,0
422,"[-1, -19, 8, 9, 9, -2, 27]","[9, 8, -19, -2, -1, 27, 9]","[1, -17, 10, 11, 11, 0, 29]","[-2, -38, 16, 18, 18, -4, 54]","[-1.0, -0.05263157894736842, 0.125, 0.1111111111111111, 0.1111111111111111, -0.5, 0.037037037037037035]","[-1, -19, 8, 2, 9, 9, -2, 27]","[-1, -19, 8, 9, -2, 27]","[-0.41745640821970603, -1.801653972316626, 0.27464237382875395, 0.351542238500805, 0.351542238500805, -0.49435627289175715, 1.7357398025977249]","[0.351542238500805, 0.27464237382875395, -1.801653972316626, -0.49435627289175715, -0.41745640821970603, 1.7357398025977249, 0.351542238500805]","[-0.41745640821970603, -1.801653972316626, 0.27464237382875395, 0.351542238500805, 0.351542238500805, -0.49435627289175715, 1.7357398025977249]","[-0.41745640821970603, -1.801653972316626, 0.27464237382875395, 0.351542238500805, 0.351542238500805, -0.49435627289175715, 1.7357398025977249]","[-2.1021033262574074, 0.2883552091297818, 0.7365661845148797, 0.7015208819127527, 0.7015208819127527, -0.8404724325808353, 0.5146126013680754]","[-0.42040780078038176, -1.8969620279114787, 0.31786931278516667, -0.1743154295918656, 0.39990010318133873, 0.39990010318133873, -0.5024385911765538, 1.8764543303124357]","[-0.3357207963978177, -1.630643868217972, 0.3117407395122594, 0.38368091016893463, -0.40766096705449295, 1.6786039819890888]",No-violate,Violate,Violate,Violate,No-violate,No-violate,0,1,1,1,0,0
423,"[-24, -7, 15, -19, -22, 21, -18, 3, -19, -27, 23, -16, 13]","[-22, -18, 23, 15, 3, 13, -16, -24, -7, -19, -27, 21, -19]","[-22, -5, 17, -17, -20, 23, -16, 5, -17, -25, 25, -14, 15]","[-48, -14, 30, -38, -44, 42, -36, 6, -38, -54, 46, -32, 26]","[-0.041666666666666664, -0.14285714285714285, 0.06666666666666667, -0.05263157894736842, -0.045454545454545456, 0.047619047619047616, -0.05555555555555555, 0.3333333333333333, -0.05263157894736842, -0.037037037037037035, 0.043478260869565216, -0.0625, 0.07692307692307693]","[-24, -7, 15, -19, -22, 2, 21, -18, 3, -19, -27, 23, -16, 13]","[-24, -7, 15, -19, -22, -18, 3, -19, -27, 23, -16, 13]","[-1.0232878075349463, -0.06096182683186913, 1.184401207019172, -0.7402507543869825, -0.9100729862757608, 1.5240456707967287, -0.6836433437573897, 0.5051122794640587, -0.7402507543869825, -1.1931100394237246, 1.6372604920559142, -0.5704285224982041, 1.0711863857599864]","[-0.9100729862757608, -0.6836433437573897, 1.6372604920559142, 1.184401207019172, 0.5051122794640587, 1.0711863857599864, -0.5704285224982041, -1.0232878075349463, -0.06096182683186913, -0.7402507543869825, -1.1931100394237246, 1.5240456707967287, -0.7402507543869825]","[-1.0232878075349463, -0.060961826831869154, 1.184401207019172, -0.7402507543869825, -0.9100729862757608, 1.5240456707967287, -0.6836433437573897, 0.5051122794640587, -0.7402507543869825, -1.1931100394237246, 1.6372604920559142, -0.5704285224982041, 1.0711863857599864]","[-1.0232878075349463, -0.06096182683186913, 1.184401207019172, -0.7402507543869825, -0.9100729862757608, 1.5240456707967287, -0.6836433437573897, 0.5051122794640587, -0.7402507543869825, -1.1931100394237246, 1.6372604920559142, -0.5704285224982041, 1.0711863857599864]","[-0.4251069542989726, -1.3280138991106352, 0.5415345983817486, -0.5229451681330537, -0.4589056099871098, 0.37157564406425914, -0.5490353584888087, 2.9209599588266006, -0.5229451681330537, -0.38379748623569393, 0.3346280452995875, -0.6109995605837267, 0.6330509583988584]","[-1.0873772994150728, -0.09582252063810989, 1.1873660166026658, -0.7957435409512602, -0.9707237960295478, 0.42911824459675285, 1.537326526759241, -0.7374167892584976, 0.4874449962895155, -0.7957435409512602, -1.2623575544933605, 1.653980030144766, -0.6207632858729726, 1.0707125132171407]","[-0.9589113372066969, 0.07065662484680921, 1.4030386933866406, -0.6560972307203715, -0.8377856946121668, -0.5955344094231065, 0.6762848378194598, -0.6560972307203715, -1.1405998010984921, 1.887541263764761, -0.47440876682857636, 1.2819130507921104]",No-violate,Violate,Violate,Violate,No-violate,No-violate,0,1,1,1,0,0
424,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
425,"[24, 31, 20, 31, 28, 0, -7, 4, -23, 2]","[4, 2, 31, -7, 24, -23, 20, 28, 0, 31]","[26, 33, 22, 33, 30, 2, -5, 6, -21, 4]","[48, 62, 40, 62, 56, 0, -14, 8, -46, 4]","[0.041666666666666664, 0.03225806451612903, 0.05, 0.03225806451612903, 0.03571428571428571, 'ZeroDivisionError', -0.14285714285714285, 0.25, -0.043478260869565216, 0.5]","[24, 31, 20, 31, 28, 0, 2, -7, 4, -23, 2]","[24, 31, 20, 28, 0, -7, 4, -23, 2]","[0.7419491891959544, 1.1414602910706992, 0.5136571309818146, 1.1414602910706992, 0.9702412474100943, -0.6278031600888846, -1.0273142619636293, -0.3995111018747447, -1.9404824948201886, -0.5136571309818146]","[-0.3995111018747447, -0.5136571309818146, 1.1414602910706992, -1.0273142619636293, 0.7419491891959544, -1.9404824948201886, 0.5136571309818146, 0.9702412474100943, -0.6278031600888846, 1.1414602910706992]","[0.7419491891959544, 1.1414602910706992, 0.5136571309818146, 1.1414602910706992, 0.9702412474100943, -0.6278031600888846, -1.0273142619636293, -0.3995111018747447, -1.9404824948201886, -0.5136571309818146]","[0.7419491891959544, 1.1414602910706992, 0.5136571309818146, 1.1414602910706992, 0.9702412474100943, -0.6278031600888846, -1.0273142619636293, -0.3995111018747447, -1.9404824948201886, -0.5136571309818146]",error,"[0.8173933374648145, 1.2314675939437008, 0.5807794766197366, 1.2314675939437008, 1.0540071983098924, -0.6022898276056528, -0.4839828971831138, -1.016364084084539, -0.3656759667605749, -1.9628195274648503, -0.4839828971831138]","[0.8912277617996728, 1.3010624259849237, 0.6570365251223865, 1.1254189984769591, -0.513919658264045, -0.923754322449296, -0.2797284215867587, -1.8605192691584411, -0.39682403992540183]",No-violate,Violate,Violate,error,No-violate,No-violate,0,1,1,error,0,0
426,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
427,"[3, 11, 20, 18, 4]","[11, 3, 18, 20, 4]","[5, 13, 22, 20, 6]","[6, 22, 40, 36, 8]","[0.3333333333333333, 0.09090909090909091, 0.05, 0.05555555555555555, 0.25]","[3, 2, 11, 20, 18, 4]","[3, 20, 18, 4]","[-1.1767237347570974, -0.028700578896514468, 1.2628254714466411, 0.9758196824814955, -1.0332208402745244]","[-0.028700578896514468, -1.1767237347570974, 0.9758196824814955, 1.2628254714466411, -1.0332208402745244]","[-1.1767237347570974, -0.028700578896514468, 1.2628254714466411, 0.9758196824814955, -1.0332208402745244]","[-1.1767237347570974, -0.028700578896514468, 1.2628254714466411, 0.9758196824814955, -1.0332208402745244]","[1.5456560779090178, -0.5668579237889562, -0.9233446615754893, -0.8749328823699108, 0.8194793898253394]","[-0.922531208028885, -1.0609108892332177, 0.18450624160577708, 1.429923372444772, 1.1531640100361065, -0.7841515268245522]","[-1.059020397279372, 1.12320345165994, 0.866471234137668, -0.930654288518236]",No-violate,Violate,Violate,Violate,No-violate,No-violate,0,1,1,1,0,0
428,"[8, 11, -18, 4, -6, 19, -11, -17]","[-6, 11, -17, -18, 4, -11, 8, 19]","[10, 13, -16, 6, -4, 21, -9, -15]","[16, 22, -36, 8, -12, 38, -22, -34]","[0.125, 0.09090909090909091, -0.05555555555555555, 0.25, -0.16666666666666666, 0.05263157894736842, -0.09090909090909091, -0.058823529411764705]","[8, 11, -18, 2, 4, -6, 19, -11, -17]","[8, 11, -18, 4, -6, 19, -11]","[0.7202479468655232, 0.9538418755786658, -1.3042327686483797, 0.40878937524799963, -0.3698570537958092, 1.5767590188137128, -0.7591802683177136, -1.226368125743999]","[-0.3698570537958092, 0.9538418755786658, -1.226368125743999, -1.3042327686483797, 0.40878937524799963, -0.7591802683177136, 0.7202479468655232, 1.5767590188137128]","[0.7202479468655232, 0.9538418755786658, -1.3042327686483797, 0.40878937524799963, -0.3698570537958092, 1.5767590188137128, -0.7591802683177136, -1.226368125743999]","[0.7202479468655232, 0.9538418755786658, -1.3042327686483797, 0.40878937524799963, -0.3698570537958092, 1.5767590188137128, -0.7591802683177136, -1.226368125743999]","[0.8398753604860703, 0.5714747130312585, -0.5816539945523775, 1.8240110678203805, -1.4564412899606531, 0.27011258255568027, -0.859995406727738, -0.6073830326526208]","[0.7315169559594551, 0.9784039285957712, -1.4081701402219509, 0.23774301068682288, 0.4023343257777003, -0.4206222496766866, 1.6367691889592808, -0.8321005374038801, -1.3258744826765123]","[0.5753964555687505, 0.8219949365267865, -1.5617903794008943, 0.24659848095803594, -0.5753964555687505, 1.4795908857482156, -0.9863939238321437]",No-violate,Violate,Violate,Violate,No-violate,No-violate,0,1,1,1,0,0
429,"[-12, 13, -25, -24, -12, -1, -16, -19, 4]","[-25, -1, 13, -19, 4, -12, -12, -24, -16]","[-10, 15, -23, -22, -10, 1, -14, -17, 6]","[-24, 26, -50, -48, -24, -2, -32, -38, 8]","[-0.08333333333333333, 0.07692307692307693, -0.04, -0.041666666666666664, -0.08333333333333333, -1.0, -0.0625, -0.05263157894736842, 0.25]","[-12, 13, -25, -24, -12, -1, -16, -19, 2, 4]","[-12, 13, -24, -12, -1, -16, -19, 4]","[-0.1450713915576428, 1.894995052221708, -1.2059059423229053, -1.1243032845717313, -0.1450713915576428, 0.7525578437052716, -0.47148202256233895, -0.7162899958158611, 1.1605711324611419]","[-1.2059059423229053, 0.7525578437052716, 1.894995052221708, -0.7162899958158611, 1.1605711324611419, -0.1450713915576428, -0.1450713915576428, -1.1243032845717313, -0.47148202256233895]","[-0.1450713915576428, 1.894995052221708, -1.2059059423229053, -1.1243032845717313, -0.1450713915576428, 0.7525578437052716, -0.47148202256233895, -0.7162899958158611, 1.1605711324611419]","[-0.1450713915576428, 1.894995052221708, -1.2059059423229053, -1.1243032845717313, -0.1450713915576428, 0.7525578437052716, -0.47148202256233895, -0.7162899958158611, 1.1605711324611419]","[0.09683315121901281, 0.5842426029636995, 0.22862866697077608, 0.2235596086726313, 0.09683315121901281, -2.6911489127605948, 0.16019637994582206, 0.1902105409216791, 1.110644810847961]","[-0.24610013390585375, 1.804734315309594, -1.3125340474978866, -1.2305006695292688, -0.24610013390585375, 0.6562670237489433, -0.5742336457803254, -0.8203337796861792, 0.902367157654797, 1.0664339135920329]","[-0.30831878385292344, 1.8180176565120656, -1.3289602752281182, -0.30831878385292344, 0.6272692499076717, -0.6485326143113217, -0.9036929871551204, 1.0525365379806695]",No-violate,Violate,Violate,Violate,No-violate,No-violate,0,1,1,1,0,0
430,"[-11, 2, 2, 11, -13, -5, -18, 18, 18, 16, -6]","[-5, 2, -13, 16, -11, -6, 18, 11, -18, 2, 18]","[-9, 4, 4, 13, -11, -3, -16, 20, 20, 18, -4]","[-22, 4, 4, 22, -26, -10, -36, 36, 36, 32, -12]","[-0.09090909090909091, 0.5, 0.5, 0.09090909090909091, -0.07692307692307693, -0.2, -0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.0625, -0.16666666666666666]","[-11, 2, 2, 2, 11, -13, -5, -18, 18, 18, 16, -6]","[-11, 2, 2, 11, -13, -5, -18, 18, 18, 16]","[-0.9900809699324472, 0.058671464884885755, 0.058671464884885755, 0.7847308428353469, -1.151427498365883, -0.5060413846321397, -1.5547938194494726, 1.3494436923523723, 1.3494436923523723, 1.1880971639189366, -0.5867146488488575]","[-0.5060413846321397, 0.058671464884885755, -1.151427498365883, 1.1880971639189366, -0.9900809699324472, -0.5867146488488575, 1.3494436923523723, 0.7847308428353469, -1.5547938194494726, 0.058671464884885755, 1.3494436923523723]","[-0.9900809699324472, 0.05867146488488574, 0.05867146488488574, 0.7847308428353469, -1.151427498365883, -0.5060413846321397, -1.5547938194494726, 1.3494436923523723, 1.3494436923523723, 1.1880971639189366, -0.5867146488488576]","[-0.9900809699324472, 0.058671464884885755, 0.058671464884885755, 0.7847308428353469, -1.151427498365883, -0.5060413846321397, -1.5547938194494726, 1.3494436923523723, 1.3494436923523723, 1.1880971639189366, -0.5867146488488575]","[-0.6734393255760205, 1.940741020754936, 1.940741020754936, 0.13092385791042768, -0.6115652345386015, -1.1560572356678895, -0.5170353732314333, -0.02548009443415948, -0.02548009443415948, 0.0052421104906701516, -1.0085906520287071]","[-1.0390635191582014, 0.05616559563017305, 0.05616559563017305, 0.05616559563017305, 0.8144011366375091, -1.2075603060487206, -0.5335731584866439, -1.6288022732750183, 1.4041398907543263, 1.4041398907543263, 1.235643103863807, -0.6178215519319035]","[-1.017614473013368, 0.0, 0.0, 0.7045023274707932, -1.1741705457846554, -0.5479462546995059, -1.5655607277128738, 1.252448582170299, 1.252448582170299, 1.0958925093990117]",No-violate,Violate,Violate,Violate,No-violate,No-violate,0,1,1,1,0,0
431,"[27, -11, 3, -27, -22, -25, 0, 28, 19]","[0, -11, -22, 19, 3, -25, 27, 28, -27]","[29, -9, 5, -25, -20, -23, 2, 30, 21]","[54, -22, 6, -54, -44, -50, 0, 56, 38]","[0.037037037037037035, -0.09090909090909091, 0.3333333333333333, -0.037037037037037035, -0.045454545454545456, -0.04, 'ZeroDivisionError', 0.03571428571428571, 0.05263157894736842]","[27, -11, 3, -27, 2, -22, -25, 0, 28, 19]","[27, -11, 3, -27, -22, -25, 0, 28]","[1.3510644729470487, -0.48982815553060327, 0.1883954444348474, -1.2649408412054042, -1.022718126932029, -1.168051755496054, 0.043061815870822265, 1.3995090158017236, 0.9635081301096482]","[0.043061815870822265, -0.48982815553060327, -1.022718126932029, 0.9635081301096482, 0.1883954444348474, -1.168051755496054, 1.3510644729470487, 1.3995090158017236, -1.2649408412054042]","[1.3510644729470487, -0.48982815553060327, 0.1883954444348474, -1.2649408412054042, -1.022718126932029, -1.168051755496054, 0.043061815870822265, 1.3995090158017236, 0.9635081301096482]","[1.3510644729470487, -0.48982815553060327, 0.1883954444348474, -1.2649408412054042, -1.022718126932029, -1.168051755496054, 0.043061815870822265, 1.3995090158017236, 0.9635081301096482]",error,"[1.408016665621658, -0.5305570044371465, 0.18365434768978148, -1.346798549725064, 0.13263925110928662, -1.0917230668225897, -1.2447683565640744, 0.030609057948296912, 1.459031762202153, 0.9998958929776992]","[1.475602689270297, -0.370418782080198, 0.30969439157524753, -1.1476909805435644, -0.9047934185237624, -1.0505319557356436, 0.16395585436336635, 1.5241822016742574]",No-violate,Violate,Violate,error,No-violate,No-violate,0,1,1,error,0,0
432,"[-17, 8, -3]","[8, -17, -3]","[-15, 10, -1]","[-34, 16, -6]","[-0.058823529411764705, 0.125, -0.3333333333333333]","[-17, 2, 8, -3]","[-17, -3]","[-1.2706886642795956, 1.1729433824119344, 0.0977452818676612]","[1.1729433824119344, -1.2706886642795956, 0.0977452818676612]","[-1.2706886642795956, 1.1729433824119344, 0.0977452818676612]","[-1.2706886642795956, 1.1729433824119344, 0.0977452818676612]","[0.16050890125093412, 1.136576543993101, -1.2970854452440348]","[-1.5704380471142587, 0.4873773249664941, 1.137213758255153, -0.05415303610738823]","[-1.0, 1.0]",No-violate,Violate,Violate,Violate,No-violate,No-violate,0,1,1,1,0,0
433,"[21, -2, 13, 20, 5, 27, -20, 7, 5, 6, -21, 20]","[-21, 5, 20, 27, -20, 20, 6, 7, 21, 5, 13, -2]","[23, 0, 15, 22, 7, 29, -18, 9, 7, 8, -19, 22]","[42, -4, 26, 40, 10, 54, -40, 14, 10, 12, -42, 40]","[0.047619047619047616, -0.5, 0.07692307692307693, 0.05, 0.2, 0.037037037037037035, -0.05, 0.14285714285714285, 0.2, 0.16666666666666666, -0.047619047619047616, 0.05]","[21, -2, 13, 20, 5, 27, -20, 7, 5, 2, 6, -21, 20]","[-2, 13, 20, 5, 27, -20, 7, 5, 6, -21, 20]","[0.9733048767614452, -0.5976433453798348, 0.4268881038427391, 0.905002780146607, -0.11952866907596695, 1.3831174564504747, -1.8270810844469234, 0.017075524153709564, -0.11952866907596695, -0.051226572461128696, -1.8953831810617616, 0.905002780146607]","[-1.8953831810617616, -0.11952866907596695, 0.905002780146607, 1.3831174564504747, -1.8270810844469234, 0.905002780146607, -0.051226572461128696, 0.017075524153709564, 0.9733048767614452, -0.11952866907596695, 0.4268881038427391, -0.5976433453798348]","[0.9733048767614452, -0.5976433453798348, 0.4268881038427391, 0.905002780146607, -0.11952866907596695, 1.3831174564504747, -1.8270810844469234, 0.017075524153709564, -0.11952866907596695, -0.051226572461128696, -1.8953831810617616, 0.905002780146607]","[0.9733048767614452, -0.5976433453798348, 0.4268881038427391, 0.905002780146607, -0.11952866907596695, 1.3831174564504747, -1.8270810844469234, 0.017075524153709564, -0.11952866907596695, -0.051226572461128696, -1.8953831810617616, 0.905002780146607]","[0.091986424868613, -2.9618077890280157, 0.2554001620670948, 0.10526379101598966, 0.9417378583007184, 0.03297590865805012, -0.45238558717382954, 0.6230810707636788, 0.9417378583007184, 0.7558547322374453, -0.43910822102645286, 0.10526379101598966]","[1.034842424272059, -0.5936727591876549, 0.46840236045998457, 0.9640374162955497, -0.09803770335208983, 1.4596724721311147, -1.8681629027648226, 0.043572312600928774, -0.09803770335208983, -0.3104527272816177, -0.02723269537558053, -1.9389679107413318, 0.9640374162955497]","[-0.5099368381781072, 0.5161555801071086, 0.9949987086402093, -0.03109370964500651, 1.47384183717331, -1.741247740120366, 0.10571861279302226, -0.03109370964500651, 0.03731245157400787, -1.8096539013393804, 0.9949987086402093]",No-violate,Violate,Violate,Violate,No-violate,No-violate,0,1,1,1,0,0
434,"[-11, 9]","[9, -11]","[-9, 11]","[-22, 18]","[-0.09090909090909091, 0.1111111111111111]","[-11, 2, 9]",[-11],"[-1.0, 1.0]","[1.0, -1.0]","[-1.0, 1.0]","[-1.0, 1.0]","[-1.0, 1.0]","[-1.327454678070064, 0.2413553960127389, 1.086099282057325]",error,No-violate,Violate,Violate,Violate,No-violate,Violate,0,1,1,1,0,1
435,"[-24, 6, -6, -21, -11]","[-21, -24, -6, -11, 6]","[-22, 8, -4, -19, -9]","[-48, 12, -12, -42, -22]","[-0.041666666666666664, 0.16666666666666666, -0.16666666666666666, -0.047619047619047616, -0.09090909090909091]","[2, -24, 6, -6, -21, -11]","[-24, -6, -21, -11]","[-1.1855918364873164, 1.5931390302798312, 0.4816466835729722, -0.9077187498106016, 0.018524872445114252]","[-0.9077187498106014, -1.1855918364873161, 0.4816466835729721, 0.01852487244511425, 1.593139030279831]","[-1.1855918364873164, 1.5931390302798312, 0.4816466835729722, -0.9077187498106016, 0.018524872445114252]","[-1.1855918364873164, 1.5931390302798312, 0.4816466835729722, -0.9077187498106016, 0.018524872445114252]","[-0.0508137284105118, 1.8302714098632424, -1.1794648113747643, -0.10455901807547621, -0.4954338520024901]","[0.998625428903524, -1.3617619485048054, 1.3617619485048054, 0.2723523897009611, -1.0894095588038444, -0.18156825980064073]","[-1.1648208067068038, 1.3018585486723102, -0.7537075808102849, 0.6166698388447786]",Violate,Violate,Violate,Violate,No-violate,No-violate,1,1,1,1,0,0
436,"[-12, -17, 6]","[-17, 6, -12]","[-10, -15, 8]","[-24, -34, 12]","[-0.08333333333333333, -0.058823529411764705, 0.16666666666666666]","[-12, -17, 2, 6]","[-12, 6]","[-0.4387287495908376, -0.9449542298879579, 1.3836829794787957]","[-0.9449542298879576, 1.3836829794787955, -0.4387287495908375]","[-0.4387287495908376, -0.9449542298879579, 1.3836829794787957]","[-0.4387287495908376, -0.9449542298879579, 1.3836829794787957]","[-0.8132185042922496, -0.5953921192139685, 1.4086106235062181]","[-0.7088103622026252, -1.2338550749453103, 0.7613148334768937, 1.181350603671042]","[-1.0, 1.0]",Violate,Violate,Violate,Violate,No-violate,No-violate,1,1,1,1,0,0
