,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
240,"[-21, -17, -10, 3, 9]","[-21, -17, -10, 3, 9]","[-19, -15, -8, 5, 11]","[-42, -34, -20, 6, 18]","[-0.1, -0.058823529411764705, -0.047619047619047616, 0.1111111111111111, 0.3333333333333333]","[-21, -17, -10, 2, 3, 9]","[-21, -17, 3, 9]","[-21, -17, -10, 3, 9]","[-21, -17, -10, 3, 9]","[-19, -15, -8, 5, 11]","[-42, -34, -20, 6, 18]","[-0.1, -0.058823529411764705, -0.047619047619047616, 0.1111111111111111, 0.3333333333333333]","[-21, -17, -10, 2, 3, 9]","[-21, -17, 3, 9]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
241,"[-22, -16, -1, 6, 14, 14]","[-22, -16, -1, 6, 14, 14]","[-20, -14, 1, 8, 16, 16]","[-44, -32, -2, 12, 28, 28]","[-1.0, -0.0625, -0.045454545454545456, 0.07142857142857142, 0.07142857142857142, 0.16666666666666666]","[-22, -16, -1, 2, 6, 14, 14]","[-22, -16, 6, 14, 14]","[-22, -16, -1, 6, 14, 14]","[-22, -16, -1, 6, 14, 14]","[-20, -14, 1, 8, 16, 16]","[-44, -32, -2, 12, 28, 28]","[-1.0, -0.0625, -0.045454545454545456, 0.07142857142857142, 0.07142857142857142, 0.16666666666666666]","[-22, -16, -1, 2, 6, 14, 14]","[-22, -16, 6, 14, 14]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
242,"[-16, -5, 18]","[-16, -5, 18]","[-14, -3, 20]","[-32, -10, 36]","[-0.2, -0.0625, 0.05555555555555555]","[-16, -5, 2, 18]","[-16, 18]","[-16, -5, 18]","[-16, -5, 18]","[-14, -3, 20]","[-32, -10, 36]","[-0.2, -0.0625, 0.05555555555555555]","[-16, -5, 2, 18]","[-16, 18]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
243,"[-18, -5, -1, 8, 8, 10, 13]","[-18, -5, -1, 8, 8, 10, 13]","[-16, -3, 1, 10, 10, 12, 15]","[-36, -10, -2, 16, 16, 20, 26]","[-1.0, -0.2, -0.05555555555555555, 0.07692307692307693, 0.1, 0.125, 0.125]","[-18, -5, -1, 2, 8, 8, 10, 13]","[-18, -5, -1, 8, 10, 13]","[-18, -5, -1, 8, 8, 10, 13]","[-18, -5, -1, 8, 8, 10, 13]","[-16, -3, 1, 10, 10, 12, 15]","[-36, -10, -2, 16, 16, 20, 26]","[-1.0, -0.2, -0.05555555555555555, 0.07692307692307693, 0.1, 0.125, 0.125]","[-18, -5, -1, 2, 8, 8, 10, 13]","[-18, -5, -1, 8, 10, 13]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
244,"[-15, -14, -14, -10, -8, -4, -1, 3, 5, 8, 11, 16, 23]","[-15, -14, -14, -10, -8, -4, -1, 3, 5, 8, 11, 16, 23]","[-13, -12, -12, -8, -6, -2, 1, 5, 7, 10, 13, 18, 25]","[-30, -28, -28, -20, -16, -8, -2, 6, 10, 16, 22, 32, 46]","[-1.0, -0.25, -0.125, -0.1, -0.07142857142857142, -0.07142857142857142, -0.06666666666666667, 0.043478260869565216, 0.0625, 0.09090909090909091, 0.125, 0.2, 0.3333333333333333]","[-15, -14, -14, -10, -8, -4, -1, 2, 3, 5, 8, 11, 16, 23]","[-15, -14, -14, -10, -8, -1, 3, 5, 8, 11, 16, 23]","[-15, -14, -14, -10, -8, -4, -1, 3, 5, 8, 11, 16, 23]","[-15, -14, -14, -10, -8, -4, -1, 3, 5, 8, 11, 16, 23]","[-13, -12, -12, -8, -6, -2, 1, 5, 7, 10, 13, 18, 25]","[-30, -28, -28, -20, -16, -8, -2, 6, 10, 16, 22, 32, 46]","[-1.0, -0.25, -0.125, -0.1, -0.07142857142857142, -0.07142857142857142, -0.06666666666666667, 0.043478260869565216, 0.0625, 0.09090909090909091, 0.125, 0.2, 0.3333333333333333]","[-15, -14, -14, -10, -8, -4, -1, 2, 3, 5, 8, 11, 16, 23]","[-15, -14, -14, -10, -8, -1, 3, 5, 8, 11, 16, 23]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
245,[-19],[-19],[-17],[-38],[-0.05263157894736842],"[-19, 2]",[],[-19],[-19],[-17],[-38],[-0.05263157894736842],"[-19, 2]",[],No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
246,"[-5, 4, 9, 11, 26, 28, 29, 30, 32]","[-5, 4, 9, 11, 26, 28, 29, 30, 32]","[-3, 6, 11, 13, 28, 30, 31, 32, 34]","[-10, 8, 18, 22, 52, 56, 58, 60, 64]","[-0.2, 0.03125, 0.03333333333333333, 0.034482758620689655, 0.03571428571428571, 0.038461538461538464, 0.09090909090909091, 0.1111111111111111, 0.25]","[-5, 2, 4, 9, 11, 26, 28, 29, 30, 32]","[-5, 4, 9, 11, 26, 28, 29, 30]","[-5, 4, 9, 11, 26, 28, 29, 30, 32]","[-5, 4, 9, 11, 26, 28, 29, 30, 32]","[-3, 6, 11, 13, 28, 30, 31, 32, 34]","[-10, 8, 18, 22, 52, 56, 58, 60, 64]","[-0.2, 0.03125, 0.03333333333333333, 0.034482758620689655, 0.03571428571428571, 0.038461538461538464, 0.09090909090909091, 0.1111111111111111, 0.25]","[-5, 2, 4, 9, 11, 26, 28, 29, 30, 32]","[-5, 4, 9, 11, 26, 28, 29, 30]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
247,"[-12, -10, 11, 15, 15]","[-12, -10, 11, 15, 15]","[-10, -8, 13, 17, 17]","[-24, -20, 22, 30, 30]","[-0.1, -0.08333333333333333, 0.06666666666666667, 0.06666666666666667, 0.09090909090909091]","[-12, -10, 2, 11, 15, 15]","[-12, 11, 15, 15]","[-12, -10, 11, 15, 15]","[-12, -10, 11, 15, 15]","[-10, -8, 13, 17, 17]","[-24, -20, 22, 30, 30]","[-0.1, -0.08333333333333333, 0.06666666666666667, 0.06666666666666667, 0.09090909090909091]","[-12, -10, 2, 11, 15, 15]","[-12, 11, 15, 15]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
248,"[-4, -1, 0, 1, 3, 11, 11, 13, 13, 14, 19]","[-4, -1, 0, 1, 3, 11, 11, 13, 13, 14, 19]","[-2, 1, 2, 3, 5, 13, 13, 15, 15, 16, 21]","[-8, -2, 0, 2, 6, 22, 22, 26, 26, 28, 38]","[0.05263157894736842, 0.07142857142857142, -0.25, -1.0, 0.07692307692307693, 0.09090909090909091, 0.07692307692307693, 0.09090909090909091, 1.0, 'ZeroDivisionError', 0.3333333333333333]","[-4, -1, 0, 1, 2, 3, 11, 11, 13, 13, 14, 19]","[-4, -1, 1, 3, 11, 11, 13, 13, 14, 19]","[-4, -1, 0, 1, 3, 11, 11, 13, 13, 14, 19]","[-4, -1, 0, 1, 3, 11, 11, 13, 13, 14, 19]","[-2, 1, 2, 3, 5, 13, 13, 15, 15, 16, 21]","[-8, -2, 0, 2, 6, 22, 22, 26, 26, 28, 38]",error,"[-4, -1, 0, 1, 2, 3, 11, 11, 13, 13, 14, 19]","[-4, -1, 1, 3, 11, 11, 13, 13, 14, 19]",No-violate,No-violate,Violate,error,No-violate,No-violate,0,0,1,error,0,0
249,"[-30, -11, 4, 6, 12, 17, 19, 20]","[-30, -11, 4, 6, 12, 17, 19, 20]","[-28, -9, 6, 8, 14, 19, 21, 22]","[-60, -22, 8, 12, 24, 34, 38, 40]","[-0.09090909090909091, -0.03333333333333333, 0.05, 0.05263157894736842, 0.058823529411764705, 0.08333333333333333, 0.16666666666666666, 0.25]","[-30, -11, 2, 4, 6, 12, 17, 19, 20]","[-30, -11, 6, 12, 17, 19, 20]","[-30, -11, 4, 6, 12, 17, 19, 20]","[-30, -11, 4, 6, 12, 17, 19, 20]","[-28, -9, 6, 8, 14, 19, 21, 22]","[-60, -22, 8, 12, 24, 34, 38, 40]","[-0.09090909090909091, -0.03333333333333333, 0.05, 0.05263157894736842, 0.058823529411764705, 0.08333333333333333, 0.16666666666666666, 0.25]","[-30, -11, 2, 4, 6, 12, 17, 19, 20]","[-30, -11, 6, 12, 17, 19, 20]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
250,"[-26, -23, -17, -15, -3]","[-26, -23, -17, -15, -3]","[-24, -21, -15, -13, -1]","[-52, -46, -34, -30, -6]","[-0.3333333333333333, -0.06666666666666667, -0.058823529411764705, -0.043478260869565216, -0.038461538461538464]","[-26, -23, -17, -15, -3, 2]","[-26, -23, -17, -3]","[-26, -23, -17, -15, -3]","[-26, -23, -17, -15, -3]","[-24, -21, -15, -13, -1]","[-52, -46, -34, -30, -6]","[-0.3333333333333333, -0.06666666666666667, -0.058823529411764705, -0.043478260869565216, -0.038461538461538464]","[-26, -23, -17, -15, -3, 2]","[-26, -23, -17, -3]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
251,"[-13, -5, 0, 6, 12, 24]","[-13, -5, 0, 6, 12, 24]","[-11, -3, 2, 8, 14, 26]","[-26, -10, 0, 12, 24, 48]","[-0.2, 'ZeroDivisionError', 0.08333333333333333, -0.07692307692307693, 0.16666666666666666, 0.041666666666666664]","[-13, -5, 0, 2, 6, 12, 24]","[-13, -5, 0, 6, 12]","[-13, -5, 0, 6, 12, 24]","[-13, -5, 0, 6, 12, 24]","[-11, -3, 2, 8, 14, 26]","[-26, -10, 0, 12, 24, 48]",error,"[-13, -5, 0, 2, 6, 12, 24]","[-13, -5, 0, 6, 12]",No-violate,No-violate,Violate,error,No-violate,No-violate,0,0,1,error,0,0
252,"[-29, -15, 5, 5, 14]","[-29, -15, 5, 5, 14]","[-27, -13, 7, 7, 16]","[-58, -30, 10, 10, 28]","[-0.06666666666666667, -0.034482758620689655, 0.07142857142857142, 0.2, 0.2]","[-29, -15, 2, 5, 5, 14]","[-15, 5, 5, 14]","[-29, -15, 5, 5, 14]","[-29, -15, 5, 5, 14]","[-27, -13, 7, 7, 16]","[-58, -30, 10, 10, 28]","[-0.06666666666666667, -0.034482758620689655, 0.07142857142857142, 0.2, 0.2]","[-29, -15, 2, 5, 5, 14]","[-15, 5, 5, 14]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
253,"[-10, -6, 1, 5, 5, 6, 6, 9, 12, 19, 20]","[-10, -6, 1, 5, 5, 6, 6, 9, 12, 19, 20]","[-8, -4, 3, 7, 7, 8, 8, 11, 14, 21, 22]","[-20, -12, 2, 10, 10, 12, 12, 18, 24, 38, 40]","[-0.16666666666666666, -0.1, 0.05, 0.05263157894736842, 0.08333333333333333, 0.1111111111111111, 0.16666666666666666, 0.16666666666666666, 0.2, 0.2, 1.0]","[-10, -6, 1, 2, 5, 5, 6, 6, 9, 12, 19, 20]","[-10, -6, 1, 5, 5, 6, 6, 12, 19, 20]","[-10, -6, 1, 5, 5, 6, 6, 9, 12, 19, 20]","[-10, -6, 1, 5, 5, 6, 6, 9, 12, 19, 20]","[-8, -4, 3, 7, 7, 8, 8, 11, 14, 21, 22]","[-20, -12, 2, 10, 10, 12, 12, 18, 24, 38, 40]","[-0.16666666666666666, -0.1, 0.05, 0.05263157894736842, 0.08333333333333333, 0.1111111111111111, 0.16666666666666666, 0.16666666666666666, 0.2, 0.2, 1.0]","[-10, -6, 1, 2, 5, 5, 6, 6, 9, 12, 19, 20]","[-10, -6, 1, 5, 5, 6, 6, 12, 19, 20]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
254,"[-3, -2, 0, 12]","[-3, -2, 0, 12]","[-1, 0, 2, 14]","[-6, -4, 0, 24]","['ZeroDivisionError', -0.3333333333333333, -0.5, 0.08333333333333333]","[-3, -2, 0, 2, 12]","[-3, -2, 12]","[-3, -2, 0, 12]","[-3, -2, 0, 12]","[-1, 0, 2, 14]","[-6, -4, 0, 24]",error,"[-3, -2, 0, 2, 12]","[-3, -2, 12]",No-violate,No-violate,Violate,error,No-violate,No-violate,0,0,1,error,0,0
255,"[-20, -19, -11, -6, -5, 2, 2, 15, 16, 23, 24]","[-20, -19, -11, -6, -5, 2, 2, 15, 16, 23, 24]","[-18, -17, -9, -4, -3, 4, 4, 17, 18, 25, 26]","[-40, -38, -22, -12, -10, 4, 4, 30, 32, 46, 48]","[-0.2, -0.16666666666666666, -0.09090909090909091, -0.05263157894736842, -0.05, 0.041666666666666664, 0.043478260869565216, 0.0625, 0.06666666666666667, 0.5, 0.5]","[-20, -19, -11, -6, -5, 2, 2, 2, 15, 16, 23, 24]","[-20, -19, -11, -5, 2, 2, 15, 16, 23, 24]","[-20, -19, -11, -6, -5, 2, 2, 15, 16, 23, 24]","[-20, -19, -11, -6, -5, 2, 2, 15, 16, 23, 24]","[-18, -17, -9, -4, -3, 4, 4, 17, 18, 25, 26]","[-40, -38, -22, -12, -10, 4, 4, 30, 32, 46, 48]","[-0.2, -0.16666666666666666, -0.09090909090909091, -0.05263157894736842, -0.05, 0.041666666666666664, 0.043478260869565216, 0.0625, 0.06666666666666667, 0.5, 0.5]","[-20, -19, -11, -6, -5, 2, 2, 2, 15, 16, 23, 24]","[-20, -19, -11, -5, 2, 2, 15, 16, 23, 24]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
256,"[0, 5, 13, 20, 23]","[0, 5, 13, 20, 23]","[2, 7, 15, 22, 25]","[0, 10, 26, 40, 46]","['ZeroDivisionError', 0.043478260869565216, 0.07692307692307693, 0.05, 0.2]","[0, 2, 5, 13, 20, 23]","[0, 5, 13, 23]","[0, 5, 13, 20, 23]","[0, 5, 13, 20, 23]","[2, 7, 15, 22, 25]","[0, 10, 26, 40, 46]",error,"[0, 2, 5, 13, 20, 23]","[0, 5, 13, 23]",No-violate,No-violate,Violate,error,No-violate,No-violate,0,0,1,error,0,0
257,"[-4, -3, -1, 0, 0, 1, 2, 3, 6, 7, 13, 15]","[-4, -3, -1, 0, 0, 1, 2, 3, 6, 7, 13, 15]","[-2, -1, 1, 2, 2, 3, 4, 5, 8, 9, 15, 17]","[-8, -6, -2, 0, 0, 2, 4, 6, 12, 14, 26, 30]","[0.14285714285714285, 0.5, -0.3333333333333333, 0.06666666666666667, 0.3333333333333333, -0.25, 'ZeroDivisionError', 0.16666666666666666, 1.0, 0.07692307692307693, 'ZeroDivisionError', -1.0]","[-4, -3, -1, 0, 0, 1, 2, 2, 3, 6, 7, 13, 15]","[-4, -3, -1, 0, 0, 1, 3, 6, 7, 13, 15]","[-4, -3, -1, 0, 0, 1, 2, 3, 6, 7, 13, 15]","[-4, -3, -1, 0, 0, 1, 2, 3, 6, 7, 13, 15]","[-2, -1, 1, 2, 2, 3, 4, 5, 8, 9, 15, 17]","[-8, -6, -2, 0, 0, 2, 4, 6, 12, 14, 26, 30]",error,"[-4, -3, -1, 0, 0, 1, 2, 2, 3, 6, 7, 13, 15]","[-4, -3, -1, 0, 0, 1, 3, 6, 7, 13, 15]",No-violate,No-violate,Violate,error,No-violate,No-violate,0,0,1,error,0,0
258,"[-17, -3, 0, 0, 4, 13]","[-17, -3, 0, 0, 4, 13]","[-15, -1, 2, 2, 6, 15]","[-34, -6, 0, 0, 8, 26]","['ZeroDivisionError', -0.3333333333333333, 0.25, 0.07692307692307693, -0.058823529411764705, 'ZeroDivisionError']","[-17, -3, 0, 0, 2, 4, 13]","[-3, 0, 0, 4, 13]","[-17, -3, 0, 0, 4, 13]","[-17, -3, 0, 0, 4, 13]","[-15, -1, 2, 2, 6, 15]","[-34, -6, 0, 0, 8, 26]",error,"[-17, -3, 0, 0, 2, 4, 13]","[-3, 0, 0, 4, 13]",No-violate,No-violate,Violate,error,No-violate,No-violate,0,0,1,error,0,0
259,[],[],[],[],[],[2],[],[],[],[],[],[],[2],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
260,"[-32, -25, -23, -21, -10, -6, -2, 10, 12, 12, 17]","[-32, -25, -23, -21, -10, -6, -2, 10, 12, 12, 17]","[-30, -23, -21, -19, -8, -4, 0, 12, 14, 14, 19]","[-64, -50, -46, -42, -20, -12, -4, 20, 24, 24, 34]","[-0.5, -0.16666666666666666, -0.1, -0.047619047619047616, -0.043478260869565216, -0.04, -0.03125, 0.058823529411764705, 0.08333333333333333, 0.08333333333333333, 0.1]","[-32, -25, -23, -21, -10, -6, -2, 2, 10, 12, 12, 17]","[-32, -25, -23, -21, -10, -6, 10, 12, 12, 17]","[-32, -25, -23, -21, -10, -6, -2, 10, 12, 12, 17]","[-32, -25, -23, -21, -10, -6, -2, 10, 12, 12, 17]","[-30, -23, -21, -19, -8, -4, 0, 12, 14, 14, 19]","[-64, -50, -46, -42, -20, -12, -4, 20, 24, 24, 34]","[-0.5, -0.16666666666666666, -0.1, -0.047619047619047616, -0.043478260869565216, -0.04, -0.03125, 0.058823529411764705, 0.08333333333333333, 0.08333333333333333, 0.1]","[-32, -25, -23, -21, -10, -6, -2, 2, 10, 12, 12, 17]","[-32, -25, -23, -21, -10, -6, 10, 12, 12, 17]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
261,"[-18, -14, -5, 13, 20, 24]","[-18, -14, -5, 13, 20, 24]","[-16, -12, -3, 15, 22, 26]","[-36, -28, -10, 26, 40, 48]","[-0.2, -0.07142857142857142, -0.05555555555555555, 0.041666666666666664, 0.05, 0.07692307692307693]","[-18, -14, -5, 2, 13, 20, 24]","[-18, -14, 13, 20, 24]","[-18, -14, -5, 13, 20, 24]","[-18, -14, -5, 13, 20, 24]","[-16, -12, -3, 15, 22, 26]","[-36, -28, -10, 26, 40, 48]","[-0.2, -0.07142857142857142, -0.05555555555555555, 0.041666666666666664, 0.05, 0.07692307692307693]","[-18, -14, -5, 2, 13, 20, 24]","[-18, -14, 13, 20, 24]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
262,[-4],[-4],[-2],[-8],[-0.25],"[-4, 2]",[],[-4],[-4],[-2],[-8],[-0.25],"[-4, 2]",[],No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
263,"[-32, -29, -26, -24, -11, -10, 2, 3, 9, 17, 20, 20]","[-32, -29, -26, -24, -11, -10, 2, 3, 9, 17, 20, 20]","[-30, -27, -24, -22, -9, -8, 4, 5, 11, 19, 22, 22]","[-64, -58, -52, -48, -22, -20, 4, 6, 18, 34, 40, 40]","[-0.1, -0.09090909090909091, -0.041666666666666664, -0.038461538461538464, -0.034482758620689655, -0.03125, 0.05, 0.05, 0.058823529411764705, 0.1111111111111111, 0.3333333333333333, 0.5]","[-32, -29, -26, -24, -11, -10, 2, 2, 3, 9, 17, 20, 20]","[-32, -29, -26, -24, -10, 2, 3, 9, 17, 20, 20]","[-32, -29, -26, -24, -11, -10, 2, 3, 9, 17, 20, 20]","[-32, -29, -26, -24, -11, -10, 2, 3, 9, 17, 20, 20]","[-30, -27, -24, -22, -9, -8, 4, 5, 11, 19, 22, 22]","[-64, -58, -52, -48, -22, -20, 4, 6, 18, 34, 40, 40]","[-0.1, -0.09090909090909091, -0.041666666666666664, -0.038461538461538464, -0.034482758620689655, -0.03125, 0.05, 0.05, 0.058823529411764705, 0.1111111111111111, 0.3333333333333333, 0.5]","[-32, -29, -26, -24, -11, -10, 2, 2, 3, 9, 17, 20, 20]","[-32, -29, -26, -24, -10, 2, 3, 9, 17, 20, 20]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
264,"[-22, -14, -5, -4, -4, -2, 8, 9]","[-22, -14, -5, -4, -4, -2, 8, 9]","[-20, -12, -3, -2, -2, 0, 10, 11]","[-44, -28, -10, -8, -8, -4, 16, 18]","[-0.5, -0.25, -0.25, -0.2, -0.07142857142857142, -0.045454545454545456, 0.1111111111111111, 0.125]","[-22, -14, -5, -4, -4, -2, 2, 8, 9]","[-14, -5, -4, -4, -2, 8, 9]","[-22, -14, -5, -4, -4, -2, 8, 9]","[-22, -14, -5, -4, -4, -2, 8, 9]","[-20, -12, -3, -2, -2, 0, 10, 11]","[-44, -28, -10, -8, -8, -4, 16, 18]","[-0.5, -0.25, -0.25, -0.2, -0.07142857142857142, -0.045454545454545456, 0.1111111111111111, 0.125]","[-22, -14, -5, -4, -4, -2, 2, 8, 9]","[-14, -5, -4, -4, -2, 8, 9]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
265,"[-20, -16]","[-20, -16]","[-18, -14]","[-40, -32]","[-0.0625, -0.05]","[-20, -16, 2]",[-20],"[-20, -16]","[-20, -16]","[-18, -14]","[-40, -32]","[-0.0625, -0.05]","[-20, -16, 2]",[-20],No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
266,"[-23, -22, -13, -12, -8, -4, -2, 5, 6]","[-23, -22, -13, -12, -8, -4, -2, 5, 6]","[-21, -20, -11, -10, -6, -2, 0, 7, 8]","[-46, -44, -26, -24, -16, -8, -4, 10, 12]","[-0.5, -0.25, -0.125, -0.08333333333333333, -0.07692307692307693, -0.045454545454545456, -0.043478260869565216, 0.16666666666666666, 0.2]","[-23, -22, -13, -12, -8, -4, -2, 2, 5, 6]","[-23, -22, -12, -8, -4, -2, 5, 6]","[-23, -22, -13, -12, -8, -4, -2, 5, 6]","[-23, -22, -13, -12, -8, -4, -2, 5, 6]","[-21, -20, -11, -10, -6, -2, 0, 7, 8]","[-46, -44, -26, -24, -16, -8, -4, 10, 12]","[-0.5, -0.25, -0.125, -0.08333333333333333, -0.07692307692307693, -0.045454545454545456, -0.043478260869565216, 0.16666666666666666, 0.2]","[-23, -22, -13, -12, -8, -4, -2, 2, 5, 6]","[-23, -22, -12, -8, -4, -2, 5, 6]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
267,"[-23, -23, -22, -16, -12, -10, -10, -5, 2, 6, 9, 10]","[-23, -23, -22, -16, -12, -10, -10, -5, 2, 6, 9, 10]","[-21, -21, -20, -14, -10, -8, -8, -3, 4, 8, 11, 12]","[-46, -46, -44, -32, -24, -20, -20, -10, 4, 12, 18, 20]","[-0.2, -0.1, -0.1, -0.08333333333333333, -0.0625, -0.045454545454545456, -0.043478260869565216, -0.043478260869565216, 0.1, 0.1111111111111111, 0.16666666666666666, 0.5]","[-23, -23, -22, -16, -12, -10, -10, -5, 2, 2, 6, 9, 10]","[-23, -23, -22, -12, -10, -10, -5, 2, 6, 9, 10]","[-23, -23, -22, -16, -12, -10, -10, -5, 2, 6, 9, 10]","[-23, -23, -22, -16, -12, -10, -10, -5, 2, 6, 9, 10]","[-21, -21, -20, -14, -10, -8, -8, -3, 4, 8, 11, 12]","[-46, -46, -44, -32, -24, -20, -20, -10, 4, 12, 18, 20]","[-0.2, -0.1, -0.1, -0.08333333333333333, -0.0625, -0.045454545454545456, -0.043478260869565216, -0.043478260869565216, 0.1, 0.1111111111111111, 0.16666666666666666, 0.5]","[-23, -23, -22, -16, -12, -10, -10, -5, 2, 2, 6, 9, 10]","[-23, -23, -22, -12, -10, -10, -5, 2, 6, 9, 10]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
268,[],[],[],[],[],[2],[],[],[],[],[],[],[2],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
269,[],[],[],[],[],[2],[],[],[],[],[],[],[2],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
270,"[-20, -12, 8, 19, 23]","[-20, -12, 8, 19, 23]","[-18, -10, 10, 21, 25]","[-40, -24, 16, 38, 46]","[-0.08333333333333333, -0.05, 0.043478260869565216, 0.05263157894736842, 0.125]","[-20, -12, 2, 8, 19, 23]","[-12, 8, 19, 23]","[-20, -12, 8, 19, 23]","[-20, -12, 8, 19, 23]","[-18, -10, 10, 21, 25]","[-40, -24, 16, 38, 46]","[-0.08333333333333333, -0.05, 0.043478260869565216, 0.05263157894736842, 0.125]","[-20, -12, 2, 8, 19, 23]","[-12, 8, 19, 23]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
271,"[22, 25]","[22, 25]","[24, 27]","[44, 50]","[0.04, 0.045454545454545456]","[2, 22, 25]",[22],"[22, 25]","[22, 25]","[24, 27]","[44, 50]","[0.04, 0.045454545454545456]","[2, 22, 25]",[22],No-violate,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0,0
272,"[-16, -9, -9, -7, -6, -5, -4, 1, 9, 20, 22]","[-16, -9, -9, -7, -6, -5, -4, 1, 9, 20, 22]","[-14, -7, -7, -5, -4, -3, -2, 3, 11, 22, 24]","[-32, -18, -18, -14, -12, -10, -8, 2, 18, 40, 44]","[-0.25, -0.2, -0.16666666666666666, -0.14285714285714285, -0.1111111111111111, -0.1111111111111111, -0.0625, 0.045454545454545456, 0.05, 0.1111111111111111, 1.0]","[-16, -9, -9, -7, -6, -5, -4, 1, 2, 9, 20, 22]","[-16, -9, -7, -6, -5, -4, 1, 9, 20, 22]","[-16, -9, -9, -7, -6, -5, -4, 1, 9, 20, 22]","[-16, -9, -9, -7, -6, -5, -4, 1, 9, 20, 22]","[-14, -7, -7, -5, -4, -3, -2, 3, 11, 22, 24]","[-32, -18, -18, -14, -12, -10, -8, 2, 18, 40, 44]","[-0.25, -0.2, -0.16666666666666666, -0.14285714285714285, -0.1111111111111111, -0.1111111111111111, -0.0625, 0.045454545454545456, 0.05, 0.1111111111111111, 1.0]","[-16, -9, -9, -7, -6, -5, -4, 1, 2, 9, 20, 22]","[-16, -9, -7, -6, -5, -4, 1, 9, 20, 22]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
