,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
213,"[-16, 13]","[13, -16]","[-14, 15]","[-32, 26]","[-0.0625, 0.07692307692307693]","[-16, 2, 13]",[-16],error,error,error,error,error,-0.28536088051230124,error,error,error,error,error,error,error,error,error,error,error,error,error
214,"[10, 8, 10, -10, -5, -3]","[-5, -3, 10, -10, 10, 8]","[12, 10, 12, -8, -3, -1]","[20, 16, 20, -20, -10, -6]","[0.1, 0.125, 0.1, -0.1, -0.2, -0.3333333333333333]","[10, 8, 2, 10, -10, -5, -3]","[8, 10, -10, -5, -3]",-0.18895853110737135,-0.1889585311073714,-0.1889585311073713,-0.18895853110737135,-0.4260681873454542,-0.22336204306417498,0.15648153830058917,No-violate,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,0,1,1
215,"[9, -7, -18, -20, -19, 19, -16, 5, -6, -19, 16, -3, 18, -6]","[-19, 9, 18, -20, 5, -16, -18, -3, -6, -19, 16, -7, -6, 19]","[11, -5, -16, -18, -17, 21, -14, 7, -4, -17, 18, -1, 20, -4]","[18, -14, -36, -40, -38, 38, -32, 10, -12, -38, 32, -6, 36, -12]","[0.1111111111111111, -0.14285714285714285, -0.05555555555555555, -0.05, -0.05263157894736842, 0.05263157894736842, -0.0625, 0.2, -0.16666666666666666, -0.05263157894736842, 0.0625, -0.3333333333333333, 0.05555555555555555, -0.16666666666666666]","[9, -7, -18, -20, -19, 19, -16, 5, -6, -19, 16, -3, 2, 18, -6]","[9, -7, -18, -20, -19, 19, -16, -6, -19, 16, -3, 18, -6]",0.34606603622487464,0.3460660362248744,0.34606603622487464,0.34606603622487464,-0.26666971916628895,0.2779438473325405,0.4676068183554066,No-violate,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,0,1,1
216,[-2],[-2],[0],[-4],[-0.5],"[-2, 2]",[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
217,"[-6, 0, -1, -10]","[0, -6, -10, -1]","[-4, 2, 1, -8]","[-12, 0, -2, -20]","[-0.16666666666666666, 'ZeroDivisionError', -1.0, -0.1]","[-6, 2, 0, -1, -10]","[-6, -1, -10]",-0.32387999386162936,-0.32387999386162936,-0.32387999386162936,-0.32387999386162936,error,-0.4992262893927296,0.13506152278474093,No-violate,No-violate,No-violate,error,Violate,Violate,0,0,0,error,1,1
218,"[21, -9, -20, -29, 20]","[20, -20, -29, -9, 21]","[23, -7, -18, -27, 22]","[42, -18, -40, -58, 40]","[0.047619047619047616, -0.1111111111111111, -0.05, -0.034482758620689655, 0.05]","[21, -9, 2, -20, -29, 20]","[21, -20, -29, 20]",0.1345588940798686,0.13455889407986865,0.1345588940798686,0.1345588940798686,-0.1354199691017221,0.005384097423785348,-0.05750403027091738,No-violate,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,0,1,0
219,"[9, 12, 10, -6]","[12, 10, 9, -6]","[11, 14, 12, -4]","[18, 24, 20, -12]","[0.1111111111111111, 0.08333333333333333, 0.1, -0.16666666666666666]","[9, 12, 10, -6, 2]","[9, 12, -6]",-1.0749079436862843,-1.0749079436862843,-1.0749079436862843,-1.0749079436862843,-1.1293872028367924,-0.7505776044595821,-0.6309038567106238,No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
220,"[-27, 23, 15]","[23, 15, -27]","[-25, 25, 17]","[-54, 46, 30]","[-0.037037037037037035, 0.043478260869565216, 0.06666666666666667]","[-27, 2, 23, 15]","[23, 15]",-0.6371825297246352,-0.6371825297246352,-0.6371825297246352,-0.6371825297246352,-0.5654805355404311,-0.6685498211174581,error,No-violate,No-violate,No-violate,Violate,Violate,error,0,0,0,1,1,error
221,"[-14, 4, 0, -18, -13, -2, 20, -20, 20, 14, 4, 11]","[-20, -14, 0, -18, 20, -13, 14, 11, 4, 20, -2, 4]","[-12, 6, 2, -16, -11, 0, 22, -18, 22, 16, 6, 13]","[-28, 8, 0, -36, -26, -4, 40, -40, 40, 28, 8, 22]","[-0.07142857142857142, 0.25, 'ZeroDivisionError', -0.05555555555555555, -0.07692307692307693, -0.5, 0.05, -0.05, 0.05, 0.07142857142857142, 0.25, 0.09090909090909091]","[-14, 4, 0, -18, -13, -2, 20, -20, 2, 20, 14, 4, 11]","[-14, 4, 0, -18, -13, -2, 20, -20, 20, 14, 11]",-0.0633670158561369,-0.0633670158561369,-0.0633670158561369,-0.0633670158561369,error,-0.09211286674745303,0.004547031321838727,No-violate,No-violate,No-violate,error,Violate,Violate,0,0,0,error,1,1
222,"[8, -24, -9, -9]","[-9, 8, -24, -9]","[10, -22, -7, -7]","[16, -48, -18, -18]","[0.125, -0.041666666666666664, -0.1111111111111111, -0.1111111111111111]","[8, -24, 2, -9, -9]","[8, -24, -9]",0.13219504226458137,0.13219504226458137,0.13219504226458137,0.13219504226458137,0.8861565926315534,-0.28946065430562873,0.07636413389156028,No-violate,No-violate,No-violate,Violate,Violate,No-violate,0,0,0,1,1,0
223,"[-3, 3]","[3, -3]","[-1, 5]","[-6, 6]","[-0.3333333333333333, 0.3333333333333333]","[-3, 2, 3]",[-3],error,error,error,error,error,-0.6309038567106237,error,error,error,error,error,error,error,error,error,error,error,error,error
224,[23],[23],[25],[46],[0.043478260869565216],"[23, 2]",[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
225,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
226,"[1, 20, -15, 14, 25, -11, 17, 22, 8, 4, 1, 14, -8, 26]","[1, -8, 4, 8, 20, -15, -11, 17, 14, 14, 1, 22, 25, 26]","[3, 22, -13, 16, 27, -9, 19, 24, 10, 6, 3, 16, -6, 28]","[2, 40, -30, 28, 50, -22, 34, 44, 16, 8, 2, 28, -16, 52]","[1.0, 0.05, -0.06666666666666667, 0.07142857142857142, 0.04, -0.09090909090909091, 0.058823529411764705, 0.045454545454545456, 0.125, 0.25, 1.0, 0.07142857142857142, -0.125, 0.038461538461538464]","[1, 20, -15, 14, 25, -11, 2, 17, 22, 8, 4, 1, 14, -8, 26]","[1, 20, -15, 14, 25, -11, 22, 8, 4, 1, 14, -8, 26]",-0.3430324426415331,-0.34303244264153304,-0.3430324426415331,-0.3430324426415331,1.7736970231613907,-0.25365329192099845,-0.21933057565472883,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
227,"[-30, -22, -20, -20, -14]","[-14, -30, -20, -20, -22]","[-28, -20, -18, -18, -12]","[-60, -44, -40, -40, -28]","[-0.03333333333333333, -0.045454545454545456, -0.05, -0.05, -0.07142857142857142]","[2, -30, -22, -20, -20, -14]","[-22, -20, -20, -14]",-0.44605277200231486,-0.4460527720023146,-0.44605277200231486,-0.44605277200231486,-0.5380462528407732,0.8897915420526147,0.8888888888888888,No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
228,"[10, -19, 12, -14, -29, -22, -11, -30, -29]","[12, -11, -29, -29, -14, -19, 10, -30, -22]","[12, -17, 14, -12, -27, -20, -9, -28, -27]","[20, -38, 24, -28, -58, -44, -22, -60, -58]","[0.1, -0.05263157894736842, 0.08333333333333333, -0.07142857142857142, -0.034482758620689655, -0.045454545454545456, -0.09090909090909091, -0.03333333333333333, -0.034482758620689655]","[2, 10, -19, 12, -14, -29, -22, -11, -30, -29]","[10, -19, 12, -14, -29, -22, -11, -30]",0.7762155509012104,0.7762155509012101,0.7762155509012104,0.7762155509012104,1.038233155514377,0.49028345763751213,0.6247361620630064,No-violate,No-violate,No-violate,Violate,Violate,No-violate,0,0,0,1,1,0
229,"[-11, 13, 23, -15, 13, 0, 10, 22, 19, -3, -31]","[-31, -11, 13, 10, 13, 22, 0, -3, 23, 19, -15]","[-9, 15, 25, -13, 15, 2, 12, 24, 21, -1, -29]","[-22, 26, 46, -30, 26, 0, 20, 44, 38, -6, -62]","[-0.09090909090909091, 0.07692307692307693, 0.043478260869565216, -0.06666666666666667, 0.07692307692307693, 'ZeroDivisionError', 0.1, 0.045454545454545456, 0.05263157894736842, -0.3333333333333333, -0.03225806451612903]","[-11, 13, 23, 2, -15, 13, 0, 10, 22, 19, -3, -31]","[-11, 13, -15, 13, 0, 10, 22, 19, -3, -31]",-0.6622014264624353,-0.6622014264624355,-0.6622014264624358,-0.6622014264624353,error,-0.6649482202346632,-0.6014090515591779,No-violate,No-violate,No-violate,error,Violate,Violate,0,0,0,error,1,1
230,"[-12, 2, -18, -22, -21, 1, 4, 3, -13, -15, -7, -3, 21]","[-22, 3, 21, 2, -13, 1, -18, -3, 4, -12, -15, -7, -21]","[-10, 4, -16, -20, -19, 3, 6, 5, -11, -13, -5, -1, 23]","[-24, 4, -36, -44, -42, 2, 8, 6, -26, -30, -14, -6, 42]","[-0.08333333333333333, 0.5, -0.05555555555555555, -0.045454545454545456, -0.047619047619047616, 1.0, 0.25, 0.3333333333333333, -0.07692307692307693, -0.06666666666666667, -0.14285714285714285, -0.3333333333333333, 0.047619047619047616]","[-12, 2, -18, -22, -21, 1, 4, 3, -13, -15, -7, 2, -3, 21]","[-12, 2, -18, -22, 1, 4, 3, -13, -15, -7, -3, 21]",0.5855414584917595,0.5855414584917593,0.5855414584917595,0.5855414584917595,1.4235656038911968,0.4521338741567484,0.5498214630599497,No-violate,No-violate,No-violate,Violate,Violate,No-violate,0,0,0,1,1,0
231,"[-24, 4, 15, -15, -19, -24, -20, 1, 5, -15, -21]","[-15, -20, -21, -15, -19, -24, 4, -24, 1, 15, 5]","[-22, 6, 17, -13, -17, -22, -18, 3, 7, -13, -19]","[-48, 8, 30, -30, -38, -48, -40, 2, 10, -30, -42]","[-0.041666666666666664, 0.25, 0.06666666666666667, -0.06666666666666667, -0.05263157894736842, -0.041666666666666664, -0.05, 1.0, 0.2, -0.06666666666666667, -0.047619047619047616]","[-24, 4, 15, -15, -19, -24, -20, 1, 5, -15, 2, -21]","[-24, 4, 15, -15, -19, -24, -20, 5, -15, -21]",0.6292774634341253,0.6292774634341255,0.6292774634341253,0.6292774634341253,2.280826740988602,0.4256889006957949,0.8663974748305712,No-violate,No-violate,No-violate,Violate,Violate,Violate,0,0,0,1,1,1
232,"[-16, -16, 6, 9, 8, -7, -11, 4, 12, -8, -16, -1, 11]","[-16, -7, 4, -16, 8, 9, 12, -8, -11, -1, 11, -16, 6]","[-14, -14, 8, 11, 10, -5, -9, 6, 14, -6, -14, 1, 13]","[-32, -32, 12, 18, 16, -14, -22, 8, 24, -16, -32, -2, 22]","[-0.0625, -0.0625, 0.16666666666666666, 0.1111111111111111, 0.125, -0.14285714285714285, -0.09090909090909091, 0.25, 0.08333333333333333, -0.125, -0.0625, -1.0, 0.09090909090909091]","[-16, -16, 6, 9, 8, -7, 2, -11, 4, 12, -8, -16, -1, 11]","[-16, 6, 9, 8, -7, -11, 4, 12, -8, -16, -1, 11]",-0.11005341143965043,-0.11005341143965038,-0.11005341143965043,-0.11005341143965043,-2.3060156224137054,-0.19149451715907218,-0.25668398798771885,No-violate,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,0,1,0
233,"[7, -15, -10, 1, -7, -11, -12, -1, 6, 28, -7]","[-15, -7, -12, 7, -7, -1, 1, 6, -10, -11, 28]","[9, -13, -8, 3, -5, -9, -10, 1, 8, 30, -5]","[14, -30, -20, 2, -14, -22, -24, -2, 12, 56, -14]","[0.14285714285714285, -0.06666666666666667, -0.1, 1.0, -0.14285714285714285, -0.09090909090909091, -0.08333333333333333, -1.0, 0.16666666666666666, 0.03571428571428571, -0.14285714285714285]","[7, -15, -10, 1, -7, -11, -12, -1, 6, 28, -7, 2]","[7, -15, -10, -7, -11, -12, -1, 6, 28, -7]",1.2979670459327528,1.2979670459327524,1.297967045932752,1.2979670459327528,0.17437012271452126,1.2541003205001846,1.3187448636121268,No-violate,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,0,1,1
234,"[8, 15, 0, -15, 6]","[-15, 8, 0, 15, 6]","[10, 17, 2, -13, 8]","[16, 30, 0, -30, 12]","[0.125, 0.06666666666666667, 'ZeroDivisionError', -0.06666666666666667, 0.16666666666666666]","[8, 15, 0, -15, 6, 2]","[15, 0, -15, 6]",-0.7113250590949846,-0.7113250590949846,-0.7113250590949846,-0.7113250590949846,error,-0.7347747276449574,-0.3732060605398343,No-violate,No-violate,No-violate,error,Violate,Violate,0,0,0,error,1,1
235,"[17, 4, 14]","[4, 17, 14]","[19, 6, 16]","[34, 8, 28]","[0.058823529411764705, 0.25, 0.07142857142857142]","[17, 4, 14, 2]","[17, 4]",-0.5557489678765741,-0.5557489678765741,-0.5557489678765741,-0.5557489678765741,0.6960671470565544,0.04515332958926386,error,No-violate,No-violate,No-violate,Violate,No-violate,error,0,0,0,1,0,error
236,"[10, 11, -9]","[11, -9, 10]","[12, 13, -7]","[20, 22, -18]","[0.1, 0.09090909090909091, -0.1111111111111111]","[10, 2, 11, -9]","[11, -9]",-0.7008481799596262,-0.7008481799596262,-0.7008481799596262,-0.7008481799596262,-0.7024939867274733,-0.6116470082142215,error,No-violate,No-violate,No-violate,No-violate,No-violate,error,0,0,0,0,0,error
237,"[-9, 5, -6]","[5, -9, -6]","[-7, 7, -4]","[-18, 10, -12]","[-0.1111111111111111, 0.2, -0.16666666666666666]","[-9, 2, 5, -6]","[-9, -6]",0.5776336923662021,0.5776336923662021,0.5776336923662019,0.5776336923662021,0.644758320742461,0.0,error,No-violate,No-violate,No-violate,Violate,Violate,error,0,0,0,1,1,error
238,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
239,"[-9, 3, 3, -13, 24, -9, 7, 32]","[-9, 24, 3, -9, 32, 3, -13, 7]","[-7, 5, 5, -11, 26, -7, 9, 34]","[-18, 6, 6, -26, 48, -18, 14, 64]","[-0.1111111111111111, 0.3333333333333333, 0.3333333333333333, -0.07692307692307693, 0.041666666666666664, -0.1111111111111111, 0.14285714285714285, 0.03125]","[-9, 3, 2, 3, -13, 24, -9, 7, 32]","[3, 3, -13, 24, -9, 7, 32]",0.6051260528569026,0.6051260528569026,0.6051260528569026,0.6051260528569026,0.4949588050882341,0.7018841381471242,0.3999159505562133,No-violate,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0,0
240,"[-17, -10, 3, -21, 9]","[-10, 9, -17, 3, -21]","[-15, -8, 5, -19, 11]","[-34, -20, 6, -42, 18]","[-0.058823529411764705, -0.1, 0.3333333333333333, -0.047619047619047616, 0.1111111111111111]","[-17, -10, 3, 2, -21, 9]","[-17, -10, 3, 9]",0.22661675854654031,0.22661675854654023,0.22661675854654031,0.22661675854654031,0.8950724837454334,-0.10967771259694989,-0.043746548945801184,No-violate,No-violate,No-violate,Violate,Violate,No-violate,0,0,0,1,1,0
241,"[14, 6, -16, 14, -22, -1]","[-1, -22, 14, 6, -16, 14]","[16, 8, -14, 16, -20, 1]","[28, 12, -32, 28, -44, -2]","[0.07142857142857142, 0.16666666666666666, -0.0625, 0.07142857142857142, -0.045454545454545456, -1.0]","[14, 6, -16, 14, -22, -1, 2]","[14, 6, -16, 14, -1]",-0.3774135996376957,-0.3774135996376957,-0.3774135996376957,-0.3774135996376957,-1.6360728073711366,-0.49645317354095075,-0.7099239249271138,No-violate,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,0,1,0
242,"[-16, 18, -5]","[-16, -5, 18]","[-14, 20, -3]","[-32, 36, -10]","[-0.0625, 0.05555555555555555, -0.2]","[2, -16, 18, -5]","[-16, -5]",0.4010439753104003,0.4010439753104003,0.4010439753104003,0.4010439753104003,-0.09285824915275415,0.27638879170542235,error,No-violate,No-violate,No-violate,No-violate,Violate,error,0,0,0,0,1,error
243,"[10, 13, 8, -18, 8, -5, -1]","[10, 8, 8, -5, -18, -1, 13]","[12, 15, 10, -16, 10, -3, 1]","[20, 26, 16, -36, 16, -10, -2]","[0.1, 0.07692307692307693, 0.125, -0.05555555555555555, 0.125, -0.2, -1.0]","[10, 13, 8, -18, 8, -5, -1, 2]","[13, 8, -18, 8, -5, -1]",-0.8861235185013888,-0.8861235185013892,-0.8861235185013892,-0.8861235185013888,-1.7103123453110518,-0.9416036885022909,-0.6533910522983694,No-violate,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,0,1,1
244,"[11, -10, -1, -4, 5, -14, 3, 23, -8, 16, 8, -15, -14]","[-10, 11, -15, -14, -8, -1, 8, 16, -14, 5, 23, 3, -4]","[13, -8, 1, -2, 7, -12, 5, 25, -6, 18, 10, -13, -12]","[22, -20, -2, -8, 10, -28, 6, 46, -16, 32, 16, -30, -28]","[0.09090909090909091, -0.1, -1.0, -0.25, 0.2, -0.07142857142857142, 0.3333333333333333, 0.043478260869565216, -0.125, 0.0625, 0.125, -0.06666666666666667, -0.07142857142857142]","[11, -10, -1, 2, -4, 5, -14, 3, 23, -8, 16, 8, -15, -14]","[11, -1, -4, 5, -14, 3, 23, -8, 16, 8, -15, -14]",0.36849802307060303,0.36849802307060303,0.36849802307060303,0.36849802307060303,-1.934863567625503,0.34388069662654697,0.2274673573402462,No-violate,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,0,1,0
245,[-19],[-19],[-17],[-38],[-0.05263157894736842],"[-19, 2]",[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
246,"[4, 9, 28, 26, 32, -5, 11, 29, 30]","[29, 9, 32, 28, 26, 11, -5, 4, 30]","[6, 11, 30, 28, 34, -3, 13, 31, 32]","[8, 18, 56, 52, 64, -10, 22, 58, 60]","[0.25, 0.1111111111111111, 0.03571428571428571, 0.038461538461538464, 0.03125, -0.2, 0.09090909090909091, 0.034482758620689655, 0.03333333333333333]","[4, 9, 28, 26, 32, -5, 2, 11, 29, 30]","[9, 28, 26, 32, -5, 11, 29, 30]",-0.5089237723038433,-0.5089237723038433,-0.5089237723038433,-0.5089237723038433,-0.5372116347558826,-0.24581882293507973,-0.86193053947247,No-violate,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0,0
247,"[11, 15, -12, 15, -10]","[11, -10, 15, 15, -12]","[13, 17, -10, 17, -8]","[22, 30, -24, 30, -20]","[0.09090909090909091, 0.06666666666666667, -0.08333333333333333, 0.06666666666666667, -0.1]","[11, 15, -12, 15, -10, 2]","[11, -12, 15, -10]",-0.3743558364393208,-0.3743558364393208,-0.3743558364393208,-0.3743558364393208,-0.38431471927639,-0.3278017416875339,0.030453507698081562,No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
248,"[19, 13, 11, 1, 13, 11, 14, -4, -1, 0, 3]","[14, 13, 13, -1, 11, 11, 3, 1, 19, -4, 0]","[21, 15, 13, 3, 15, 13, 16, -2, 1, 2, 5]","[38, 26, 22, 2, 26, 22, 28, -8, -2, 0, 6]","[0.05263157894736842, 0.07692307692307693, 0.09090909090909091, 1.0, 0.07692307692307693, 0.09090909090909091, 0.07142857142857142, -0.25, -1.0, 'ZeroDivisionError', 0.3333333333333333]","[19, 13, 11, 1, 2, 13, 11, 14, -4, -1, 0, 3]","[19, 13, 11, 13, 11, 14, -4, -1, 0, 3]",-0.07355993303851782,-0.07355993303851785,-0.07355993303851799,-0.07355993303851782,error,0.07952627598946448,-0.27333293222099014,No-violate,No-violate,No-violate,error,No-violate,No-violate,0,0,0,error,0,0
249,"[-11, -30, 6, 4, 20, 12, 19, 17]","[6, -11, 20, 12, -30, 19, 17, 4]","[-9, -28, 8, 6, 22, 14, 21, 19]","[-22, -60, 12, 8, 40, 24, 38, 34]","[-0.09090909090909091, -0.03333333333333333, 0.16666666666666666, 0.25, 0.05, 0.08333333333333333, 0.05263157894736842, 0.058823529411764705]","[-11, -30, 6, 4, 20, 12, 19, 17, 2]","[-11, -30, 4, 20, 12, 19, 17]",-1.0736662159254629,-1.0736662159254629,-1.0736662159254629,-1.0736662159254629,0.27013135968981966,-1.07712231029705,-0.9718747440382349,No-violate,No-violate,No-violate,Violate,Violate,Violate,0,0,0,1,1,1
250,"[-15, -17, -3, -23, -26]","[-17, -23, -15, -26, -3]","[-13, -15, -1, -21, -24]","[-30, -34, -6, -46, -52]","[-0.06666666666666667, -0.058823529411764705, -0.3333333333333333, -0.043478260869565216, -0.038461538461538464]","[-15, -17, 2, -3, -23, -26]","[-15, -17, -3, -23]",0.6411874774054276,0.6411874774054276,0.6411874774054276,0.6411874774054276,-1.4697988596282785,0.37765676138240367,0.5814120343336201,No-violate,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,0,1,0
251,"[-5, 0, 12, -13, 6, 24]","[6, -5, 0, -13, 24, 12]","[-3, 2, 14, -11, 8, 26]","[-10, 0, 24, -26, 12, 48]","[-0.2, 'ZeroDivisionError', 0.08333333333333333, -0.07692307692307693, 0.16666666666666666, 0.041666666666666664]","[-5, 0, 12, 2, -13, 6, 24]","[-5, 12, -13, 6, 24]",0.2761931557417613,0.2761931557417613,0.2761931557417613,0.2761931557417613,error,0.37315609103708197,0.08083286670536832,No-violate,No-violate,No-violate,error,No-violate,No-violate,0,0,0,error,0,0
252,"[5, -29, 14, 5, -15]","[5, 5, 14, -15, -29]","[7, -27, 16, 7, -13]","[10, -58, 28, 10, -30]","[0.2, -0.034482758620689655, 0.07142857142857142, 0.2, -0.06666666666666667]","[2, 5, -29, 14, 5, -15]","[5, 14, 5, -15]",-0.4998224180637264,-0.4998224180637264,-0.4998224180637264,-0.4998224180637264,-0.009816074589059157,-0.7235027336469456,-0.7250139138418604,No-violate,No-violate,No-violate,Violate,Violate,No-violate,0,0,0,1,1,0
253,"[5, 1, 6, 19, 12, 6, 20, -6, 9, -10, 5]","[9, 19, 1, -10, 5, 12, 6, 20, 6, 5, -6]","[7, 3, 8, 21, 14, 8, 22, -4, 11, -8, 7]","[10, 2, 12, 38, 24, 12, 40, -12, 18, -20, 10]","[0.2, 1.0, 0.16666666666666666, 0.05263157894736842, 0.08333333333333333, 0.16666666666666666, 0.05, -0.16666666666666666, 0.1111111111111111, -0.1, 0.2]","[2, 5, 1, 6, 19, 12, 6, 20, -6, 9, -10, 5]","[5, 1, 6, 19, 12, 6, -6, 9, -10, 5]",-0.13633702262176556,-0.13633702262176567,-0.13633702262176647,-0.13633702262176556,2.0320167630830595,-0.026680396294154387,-0.2139871288072544,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
254,"[0, -3, -2, 12]","[0, 12, -2, -3]","[2, -1, 0, 14]","[0, -6, -4, 24]","['ZeroDivisionError', -0.3333333333333333, -0.5, 0.08333333333333333]","[0, -3, -2, 12, 2]","[-3, -2, 12]",1.0469317329009031,1.0469317329009031,1.0469317329009031,1.0469317329009031,error,1.1420447628250663,0.6958131889430738,No-violate,No-violate,No-violate,error,No-violate,No-violate,0,0,0,error,0,0
255,"[16, -20, 24, -6, 2, 23, -5, 15, 2, -11, -19]","[-6, 2, 23, 24, 16, -5, -11, 2, -20, -19, 15]","[18, -18, 26, -4, 4, 25, -3, 17, 4, -9, -17]","[32, -40, 48, -12, 4, 46, -10, 30, 4, -22, -38]","[0.0625, -0.05, 0.041666666666666664, -0.16666666666666666, 0.5, 0.043478260869565216, -0.2, 0.06666666666666667, 0.5, -0.09090909090909091, -0.05263157894736842]","[16, 2, -20, 24, -6, 2, 23, -5, 15, 2, -11, -19]","[-20, 24, -6, 2, 23, -5, 15, 2, -11, -19]",0.06831602312952008,0.0683160231295202,0.06831602312952008,0.06831602312952008,1.0913580702535872,0.06977789146232774,0.27423964793942807,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
256,"[0, 23, 13, 20, 5]","[23, 5, 13, 0, 20]","[2, 25, 15, 22, 7]","[0, 46, 26, 40, 10]","['ZeroDivisionError', 0.043478260869565216, 0.07692307692307693, 0.05, 0.2]","[2, 0, 23, 13, 20, 5]","[0, 23, 13, 20]",-0.1377945060539646,-0.1377945060539646,-0.1377945060539646,-0.1377945060539646,error,0.21657536898703564,-0.6470055836748921,No-violate,No-violate,No-violate,error,No-violate,No-violate,0,0,0,error,0,0
257,"[7, 2, -3, 15, 3, -4, 0, 6, 1, 13, 0, -1]","[15, 0, 3, 2, 6, 7, 13, -4, -3, 1, 0, -1]","[9, 4, -1, 17, 5, -2, 2, 8, 3, 15, 2, 1]","[14, 4, -6, 30, 6, -8, 0, 12, 2, 26, 0, -2]","[0.14285714285714285, 0.5, -0.3333333333333333, 0.06666666666666667, 0.3333333333333333, -0.25, 'ZeroDivisionError', 0.16666666666666666, 1.0, 0.07692307692307693, 'ZeroDivisionError', -1.0]","[7, 2, 2, -3, 15, 3, -4, 0, 6, 1, 13, 0, -1]","[7, -3, 15, 3, -4, 0, 6, 1, 13, 0, -1]",0.8198593532301366,0.8198593532301366,0.8198593532301366,0.8198593532301366,error,0.9001735326384223,0.733718895995565,No-violate,No-violate,No-violate,error,No-violate,No-violate,0,0,0,error,0,0
258,"[0, -3, 4, 13, -17, 0]","[0, -17, -3, 0, 4, 13]","[2, -1, 6, 15, -15, 2]","[0, -6, 8, 26, -34, 0]","['ZeroDivisionError', -0.3333333333333333, 0.25, 0.07692307692307693, -0.058823529411764705, 'ZeroDivisionError']","[2, 0, -3, 4, 13, -17, 0]","[0, -3, 13, -17, 0]",-0.45347154276042095,-0.45347154276042095,-0.45347154276042095,-0.45347154276042095,error,-0.6064462925141652,-0.1850528013228985,No-violate,No-violate,No-violate,error,Violate,Violate,0,0,0,error,1,1
259,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
260,"[-25, -32, -2, 10, -21, 12, -10, 17, -23, 12, -6]","[10, -21, -6, 12, -2, -25, -32, 12, 17, -10, -23]","[-23, -30, 0, 12, -19, 14, -8, 19, -21, 14, -4]","[-50, -64, -4, 20, -42, 24, -20, 34, -46, 24, -12]","[-0.04, -0.03125, -0.5, 0.1, -0.047619047619047616, 0.08333333333333333, -0.1, 0.058823529411764705, -0.043478260869565216, 0.08333333333333333, -0.16666666666666666]","[-25, -32, -2, 10, -21, 12, -10, 17, 2, -23, 12, -6]","[-25, -32, -2, 10, -21, 12, -10, 17, -23, -6]",-0.06310764644031817,-0.0631076464403182,-0.06310764644031817,-0.06310764644031817,-1.6931406705142025,-0.18065008892649403,0.12420197149474911,No-violate,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,0,1,1
261,"[24, 13, -18, 20, -5, -14]","[24, -14, 20, -18, -5, 13]","[26, 15, -16, 22, -3, -12]","[48, 26, -36, 40, -10, -28]","[0.041666666666666664, 0.07692307692307693, -0.05555555555555555, 0.05, -0.2, -0.07142857142857142]","[24, 2, 13, -18, 20, -5, -14]","[13, -18, 20, -5, -14]",-0.04252775445994282,-0.04252775445994277,-0.04252775445994273,-0.04252775445994282,-0.677003775692603,-0.008458191718444868,0.25153126575158624,No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
262,[-4],[-4],[-2],[-8],[-0.25],"[-4, 2]",[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
