,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
300,"[0, 7, 9, -4, -5, -10, 6, 14, 16, 17, -7]","[-4, 16, 9, -10, 0, 14, 17, -7, -5, 6, 7]","[2, 9, 11, -2, -3, -8, 8, 16, 18, 19, -5]","[0, 14, 18, -8, -10, -20, 12, 28, 32, 34, -14]","['ZeroDivisionError', 0.14285714285714285, 0.1111111111111111, -0.25, -0.2, -0.1, 0.16666666666666666, 0.07142857142857142, 0.0625, 0.058823529411764705, -0.14285714285714285]","[0, 7, 2, 9, -4, -5, -10, 6, 14, 16, 17, -7]","[0, 7, 9, -4, -5, -10, 14, 16, 17, -7]",-1.420153225738788,-1.4201532257387892,-1.420153225738788,-1.420153225738788,error,-1.2871501162746297,-1.546670344274932,No-violate,No-violate,No-violate,error,No-violate,No-violate,0,0,0,error,0,0
301,"[8, -18, -7, -9, -4, 3, -22, 13, -12, -16]","[-12, -16, 13, -22, -7, 8, -4, -9, -18, 3]","[10, -16, -5, -7, -2, 5, -20, 15, -10, -14]","[16, -36, -14, -18, -8, 6, -44, 26, -24, -32]","[0.125, -0.05555555555555555, -0.14285714285714285, -0.1111111111111111, -0.25, 0.3333333333333333, -0.045454545454545456, 0.07692307692307693, -0.08333333333333333, -0.0625]","[8, -18, -7, -9, -4, 3, -22, 13, -12, -16, 2]","[8, -18, -7, -9, -4, 3, -22, -12, -16]",-1.0154174826500746,-1.0154174826500753,-1.0154174826500746,-1.0154174826500746,0.3959959834835529,-1.0829302771241496,-0.907241108978952,No-violate,No-violate,No-violate,Violate,Violate,Violate,0,0,0,1,1,1
302,"[4, -4, -16, -18, 8, -25, 9, 4, -10, 15]","[9, 8, 15, -25, 4, -18, -4, -10, -16, 4]","[6, -2, -14, -16, 10, -23, 11, 6, -8, 17]","[8, -8, -32, -36, 16, -50, 18, 8, -20, 30]","[0.25, -0.25, -0.0625, -0.05555555555555555, 0.125, -0.04, 0.1111111111111111, 0.25, -0.1, 0.06666666666666667]","[4, 2, -4, -16, -18, 8, -25, 9, 4, -10, 15]","[4, -4, -16, -18, 8, -25, 4, -10, 15]",-1.259382094585192,-1.2593820945851921,-1.259382094585192,-1.259382094585192,-0.8438573906568072,-1.089449621493318,-1.2504117812480269,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
303,"[6, -20]","[-20, 6]","[8, -18]","[12, -40]","[0.16666666666666666, -0.05]","[6, -20, 2]",[-20],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
304,"[13, 2]","[2, 13]","[15, 4]","[26, 4]","[0.07692307692307693, 0.5]","[2, 13, 2]",[2],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
305,"[-29, 11, 4]","[-29, 4, 11]","[-27, 13, 6]","[-58, 22, 8]","[-0.034482758620689655, 0.09090909090909091, 0.25]","[-29, 11, 2, 4]","[11, 4]",error,error,error,error,error,-0.7722244322372158,error,error,error,error,error,error,error,error,error,error,error,error,error
306,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
307,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
308,"[-8, -18, 15, -12]","[-18, -8, -12, 15]","[-6, -16, 17, -10]","[-16, -36, 30, -24]","[-0.125, -0.05555555555555555, 0.06666666666666667, -0.08333333333333333]","[-8, -18, 15, 2, -12]","[-18, 15, -12]",-0.85347080008474,-0.85347080008474,-0.85347080008474,-0.85347080008474,-0.9280539427451195,-1.0388088326987432,error,No-violate,No-violate,No-violate,No-violate,Violate,error,0,0,0,0,1,error
309,"[3, -23, -13, -6]","[-13, -23, 3, -6]","[5, -21, -11, -4]","[6, -46, -26, -12]","[0.3333333333333333, -0.043478260869565216, -0.07692307692307693, -0.16666666666666666]","[2, 3, -23, -13, -6]","[3, -23, -13]",-1.2503489834003123,-1.2503489834003123,-1.2503489834003123,-1.2503489834003123,-0.790785953236774,-1.2199427791143773,error,No-violate,No-violate,No-violate,Violate,No-violate,error,0,0,0,1,0,error
310,"[-22, -16, 18, -1, 14, 20, -18, 23, -12, 3, -24, 19, -8, -25]","[-25, -16, 20, -24, 18, 3, 23, -12, -1, 19, 14, -8, -18, -22]","[-20, -14, 20, 1, 16, 22, -16, 25, -10, 5, -22, 21, -6, -23]","[-44, -32, 36, -2, 28, 40, -36, 46, -24, 6, -48, 38, -16, -50]","[-0.045454545454545456, -0.0625, 0.05555555555555555, -1.0, 0.07142857142857142, 0.05, -0.05555555555555555, 0.043478260869565216, -0.08333333333333333, 0.3333333333333333, -0.041666666666666664, 0.05263157894736842, -0.125, -0.04]","[-22, -16, 18, 2, -1, 14, 20, -18, 23, -12, 3, -24, 19, -8, -25]","[-22, -16, 18, -1, 14, 20, -18, 23, -12, 3, 19, -8, -25]",-1.5642385639791314,-1.5642385639791312,-1.5642385639791314,-1.5642385639791314,6.133499740189061,-1.479975043978518,-1.5562161923782418,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
311,"[8, -15, -19, -7, 14, 19]","[8, -19, -7, -15, 14, 19]","[10, -13, -17, -5, 16, 21]","[16, -30, -38, -14, 28, 38]","[0.125, -0.06666666666666667, -0.05263157894736842, -0.14285714285714285, 0.07142857142857142, 0.05263157894736842]","[8, -15, -19, -7, 2, 14, 19]","[8, -15, -19, -7, 19]",-1.645305083370522,-1.645305083370522,-1.645305083370522,-1.645305083370522,-1.3555575215104465,-1.4230326666414148,-1.4127310253928325,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
312,"[-6, 10, 13, 23, -4, -9, -9, 19]","[23, 10, 19, 13, -9, -6, -4, -9]","[-4, 12, 15, 25, -2, -7, -7, 21]","[-12, 20, 26, 46, -8, -18, -18, 38]","[-0.16666666666666666, 0.1, 0.07692307692307693, 0.043478260869565216, -0.25, -0.1111111111111111, -0.1111111111111111, 0.05263157894736842]","[-6, 10, 13, 2, 23, -4, -9, -9, 19]","[-6, 10, 13, 23, -4, -9, -9]",-1.6173294619772307,-1.6173294619772307,-1.6173294619772307,-1.6173294619772307,-1.3986666106927905,-1.4345505679575454,-1.2574816182906763,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
313,[16],[16],[18],[32],[0.0625],"[2, 16]",[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
314,[12],[12],[14],[24],[0.08333333333333333],"[2, 12]",[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
315,"[-15, 4, -9, 5, 21, -17, -13, -21, 8]","[-17, 21, -9, 5, 8, -13, -15, -21, 4]","[-13, 6, -7, 7, 23, -15, -11, -19, 10]","[-30, 8, -18, 10, 42, -34, -26, -42, 16]","[-0.06666666666666667, 0.25, -0.1111111111111111, 0.2, 0.047619047619047616, -0.058823529411764705, -0.07692307692307693, -0.047619047619047616, 0.125]","[-15, 4, -9, 5, 21, -17, -13, -21, 2, 8]","[-15, 4, -9, 5, 21, -17, -21, 8]",-1.0278849637396836,-1.0278849637396836,-1.0278849637396836,-1.0278849637396836,-1.1896215661528724,-0.9713612986592683,-1.1813499407920705,No-violate,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0,0
316,"[-9, 20, 16, 11]","[-9, 16, 11, 20]","[-7, 22, 18, 13]","[-18, 40, 32, 22]","[-0.1111111111111111, 0.05, 0.0625, 0.09090909090909091]","[-9, 20, 16, 2, 11]","[-9, 20, 16]",-0.8773202595856837,-0.8773202595856837,-0.8773202595856837,-0.8773202595856837,-0.750376790487497,-1.132344330823382,error,No-violate,No-violate,No-violate,Violate,Violate,error,0,0,0,1,1,error
317,[-5],[-5],[-3],[-10],[-0.2],"[2, -5]",[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
318,"[5, 29, -5, -19, 6, -18, 18, -9, 7, 2, 28]","[-9, 29, -5, 5, 18, 2, 6, -18, 28, -19, 7]","[7, 31, -3, -17, 8, -16, 20, -7, 9, 4, 30]","[10, 58, -10, -38, 12, -36, 36, -18, 14, 4, 56]","[0.2, 0.034482758620689655, -0.2, -0.05263157894736842, 0.16666666666666666, -0.05555555555555555, 0.05555555555555555, -0.1111111111111111, 0.14285714285714285, 0.5, 0.03571428571428571]","[5, 29, -5, -19, 6, -18, 18, -9, 2, 7, 2, 28]","[5, 29, -5, -19, 6, -18, 18, -9, 7, 2]",-0.9904789446941611,-0.9904789446941611,-0.9904789446941611,-0.9904789446941611,0.707667802847137,-0.8058136314492641,-0.6564070627567888,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
319,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
320,"[15, 21, 12, -16, 10, -21]","[21, -16, 10, -21, 15, 12]","[17, 23, 14, -14, 12, -19]","[30, 42, 24, -32, 20, -42]","[0.06666666666666667, 0.047619047619047616, 0.08333333333333333, -0.0625, 0.1, -0.047619047619047616]","[15, 21, 12, -16, 2, 10, -21]","[15, 21, -16, 10, -21]",-1.4100140870839273,-1.4100140870839273,-1.4100140870839273,-1.4100140870839273,-1.462063384109943,-1.184936978261264,-1.7067895216342754,No-violate,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0,0
321,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
322,"[-15, -15, -16, -6, -1, -2, 2, -7, -27, -16]","[-16, -6, -7, -27, -2, -15, -1, -16, 2, -15]","[-13, -13, -14, -4, 1, 0, 4, -5, -25, -14]","[-30, -30, -32, -12, -2, -4, 4, -14, -54, -32]","[-0.06666666666666667, -0.06666666666666667, -0.0625, -0.16666666666666666, -1.0, -0.5, 0.5, -0.14285714285714285, -0.037037037037037035, -0.0625]","[-15, -15, -16, -6, -1, -2, 2, -7, -27, -16, 2]","[-15, -16, -6, -1, -2, 2, -7, -27, -16]",-0.7791791823025291,-0.7791791823025291,-0.7791791823025291,-0.7791791823025291,1.092328382074773,-0.8376009061488263,-0.7780813012921217,No-violate,No-violate,No-violate,Violate,Violate,Violate,0,0,0,1,1,1
323,"[7, -15, 9, 2, -14, 8, 1, -5, 17, -4, 6]","[8, 9, 17, -14, 7, -4, -15, -5, 6, 1, 2]","[9, -13, 11, 4, -12, 10, 3, -3, 19, -2, 8]","[14, -30, 18, 4, -28, 16, 2, -10, 34, -8, 12]","[0.14285714285714285, -0.06666666666666667, 0.1111111111111111, 0.5, -0.07142857142857142, 0.125, 1.0, -0.2, 0.058823529411764705, -0.25, 0.16666666666666666]","[7, -15, 9, 2, -14, 8, 1, -5, 17, -4, 6, 2]","[7, -15, 9, 2, -14, 8, 1, 17, -4, 6]",-0.757108452526841,-0.7571084525268414,-0.757108452526841,-0.757108452526841,1.4094878465362228,-0.5459051144945382,-0.6987271941182192,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
324,"[14, -1, 17, -9, -17, -10, 9, -4, 13, 8, -3, 11, 14, -15]","[-10, 9, -3, -17, -9, 13, 8, 11, 14, -1, -15, 14, 17, -4]","[16, 1, 19, -7, -15, -8, 11, -2, 15, 10, -1, 13, 16, -13]","[28, -2, 34, -18, -34, -20, 18, -8, 26, 16, -6, 22, 28, -30]","[0.07142857142857142, -1.0, 0.058823529411764705, -0.1111111111111111, -0.058823529411764705, -0.1, 0.1111111111111111, -0.25, 0.07692307692307693, 0.125, -0.3333333333333333, 0.09090909090909091, 0.07142857142857142, -0.06666666666666667]","[14, -1, 17, -9, -17, -10, 9, 2, -4, 13, 8, -3, 11, 14, -15]","[14, -1, 17, -9, -17, -10, 9, -4, 8, -3, 11, 14, -15]",-1.3889343036895654,-1.3889343036895656,-1.3889343036895654,-1.3889343036895654,4.439691913373399,-1.2733849890182156,-1.4016747264850309,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
325,"[-12, -4, 15, -5, 12, -3, -17, 16, 21]","[21, -17, 12, -4, -12, -5, 15, 16, -3]","[-10, -2, 17, -3, 14, -1, -15, 18, 23]","[-24, -8, 30, -10, 24, -6, -34, 32, 42]","[-0.08333333333333333, -0.25, 0.06666666666666667, -0.2, 0.08333333333333333, -0.3333333333333333, -0.058823529411764705, 0.0625, 0.047619047619047616]","[-12, 2, -4, 15, -5, 12, -3, -17, 16, 21]","[-12, -4, 15, -5, 12, -3, 16, 21]",-1.4699788767891864,-1.4699788767891864,-1.4699788767891864,-1.4699788767891864,-1.2228075701642613,-1.3004578589593656,-1.5991028835884653,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
326,"[-8, 0, -19, 12, 4, -7, -20, -24, 9, -25, 5]","[12, -20, 0, -19, 9, 5, 4, -25, -7, -24, -8]","[-6, 2, -17, 14, 6, -5, -18, -22, 11, -23, 7]","[-16, 0, -38, 24, 8, -14, -40, -48, 18, -50, 10]","[-0.125, 'ZeroDivisionError', -0.05263157894736842, 0.08333333333333333, 0.25, -0.14285714285714285, -0.05, -0.041666666666666664, 0.1111111111111111, -0.04, 0.2]","[-8, 0, -19, 12, 2, 4, -7, -20, -24, 9, -25, 5]","[-8, -19, 12, 4, -7, -20, -24, 9, -25, 5]",-1.4893171043292859,-1.4893171043292859,-1.4893171043292859,-1.4893171043292859,error,-1.4137435946483934,-1.564745071234163,No-violate,No-violate,No-violate,error,No-violate,No-violate,0,0,0,error,0,0
327,"[3, -22, -1, -22, 18]","[18, -1, -22, -22, 3]","[5, -20, 1, -20, 20]","[6, -44, -2, -44, 36]","[0.3333333333333333, -0.045454545454545456, -1.0, -0.045454545454545456, 0.05555555555555555]","[3, -22, -1, -22, 18, 2]","[3, -1, -22, 18]",-1.4054380797467791,-1.4054380797467794,-1.4054380797467791,-1.4054380797467791,-0.12484039740357922,-1.2042202990666155,-1.0166849191522258,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
328,"[-13, 9, 15, -25, 16, -7, 20, 5]","[-7, -25, 16, 20, 15, -13, 9, 5]","[-11, 11, 17, -23, 18, -5, 22, 7]","[-26, 18, 30, -50, 32, -14, 40, 10]","[-0.07692307692307693, 0.1111111111111111, 0.06666666666666667, -0.04, 0.0625, -0.14285714285714285, 0.05, 0.2]","[-13, 2, 9, 15, -25, 16, -7, 20, 5]","[-13, 9, 15, 16, -7, 20, 5]",-1.0027231410175486,-1.0027231410175486,-1.0027231410175486,-1.0027231410175486,-0.8431937135134322,-0.763195667435244,-1.140394372093136,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
329,"[23, -8, 17, 1, -2, 12, -13, 14, 26, 6]","[12, -13, 6, -8, 23, -2, 17, 1, 26, 14]","[25, -6, 19, 3, 0, 14, -11, 16, 28, 8]","[46, -16, 34, 2, -4, 24, -26, 28, 52, 12]","[0.043478260869565216, -0.125, 0.058823529411764705, 1.0, -0.5, 0.08333333333333333, -0.07692307692307693, 0.07142857142857142, 0.038461538461538464, 0.16666666666666666]","[23, -8, 17, 1, -2, 12, -13, 2, 14, 26, 6]","[23, 17, 1, -2, 12, -13, 14, 26, 6]",-1.1622206057598587,-1.1622206057598585,-1.1622206057598587,-1.1622206057598587,2.295212019656292,-1.0623619130729172,-0.8103779289493569,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
330,"[18, -2, -3, -10, 13, -11, -5, -9, -9, 2, 16]","[-10, -9, -5, 13, -11, -3, -9, 16, 2, -2, 18]","[20, 0, -1, -8, 15, -9, -3, -7, -7, 4, 18]","[36, -4, -6, -20, 26, -22, -10, -18, -18, 4, 32]","[0.05555555555555555, -0.5, -0.3333333333333333, -0.1, 0.07692307692307693, -0.09090909090909091, -0.2, -0.1111111111111111, -0.1111111111111111, 0.5, 0.0625]","[18, -2, -3, -10, 13, -11, -5, -9, -9, 2, 16, 2]","[18, -2, -3, 13, -11, -5, -9, -9, 2, 16]",-1.1039254837202421,-1.1039254837202421,-1.1039254837202421,-1.1039254837202421,0.7171558460558596,-0.9898319103477,-1.257638928147437,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
331,"[-21, 6, 21, -14, 5, 5, -17, 15, -1, -2, 11, 0]","[21, -2, 0, 5, -21, -1, 11, -17, 15, 6, -14, 5]","[-19, 8, 23, -12, 7, 7, -15, 17, 1, 0, 13, 2]","[-42, 12, 42, -28, 10, 10, -34, 30, -2, -4, 22, 0]","[-0.047619047619047616, 0.16666666666666666, 0.047619047619047616, -0.07142857142857142, 0.2, 0.2, -0.058823529411764705, 0.06666666666666667, -1.0, -0.5, 0.09090909090909091, 'ZeroDivisionError']","[-21, 6, 21, -14, 5, 5, -17, 15, -1, 2, -2, 11, 0]","[-21, 6, 21, -14, 5, 5, -17, 15, -1, -2, 11]",-0.8108980047818415,-0.8108980047818415,-0.8108980047818415,-0.8108980047818415,error,-0.6223004153069023,-0.9870804736837271,No-violate,No-violate,No-violate,error,No-violate,No-violate,0,0,0,error,0,0
332,"[13, -10, 17, 9, -1, 13]","[13, 13, -10, 9, 17, -1]","[15, -8, 19, 11, 1, 15]","[26, -20, 34, 18, -2, 26]","[0.07692307692307693, -0.1, 0.058823529411764705, 0.1111111111111111, -1.0, 0.07692307692307693]","[13, -10, 2, 17, 9, -1, 13]","[13, -10, 17, 9, -1]",-0.904852030641059,-0.904852030641059,-0.904852030641059,-0.904852030641059,0.9808212539415688,-0.9275100189933405,-1.26232059449147,No-violate,No-violate,No-violate,Violate,Violate,No-violate,0,0,0,1,1,0
333,"[14, 16, 11, 7, -11, -8, -5, 23, -23, 8, -2, 17]","[16, -8, -11, 11, -2, 17, 14, -5, 8, 23, -23, 7]","[16, 18, 13, 9, -9, -6, -3, 25, -21, 10, 0, 19]","[28, 32, 22, 14, -22, -16, -10, 46, -46, 16, -4, 34]","[0.07142857142857142, 0.0625, 0.09090909090909091, 0.14285714285714285, -0.09090909090909091, -0.125, -0.2, 0.043478260869565216, -0.043478260869565216, 0.125, -0.5, 0.058823529411764705]","[14, 16, 11, 7, -11, -8, 2, -5, 23, -23, 8, -2, 17]","[14, 16, 11, 7, -11, -8, -5, 23, 8, -2, 17]",-0.7481194681826553,-0.7481194681826548,-0.7481194681826553,-0.7481194681826553,1.6841608235852537,-0.5909524631781822,-1.2547639988003925,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
334,"[14, -22, -18, 11, -9]","[14, -9, 11, -22, -18]","[16, -20, -16, 13, -7]","[28, -44, -36, 22, -18]","[0.07142857142857142, -0.045454545454545456, -0.05555555555555555, 0.09090909090909091, -0.1111111111111111]","[14, -22, -18, 11, -9, 2]","[-22, -18, 11, -9]",-1.716504635428706,-1.7165046354287063,-1.716504635428706,-1.716504635428706,-1.6013477642741087,-1.58535716725048,-1.0413697973176699,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
335,"[-18, 18, 4, -5, 24, -13, -5]","[24, -13, -18, 18, -5, 4, -5]","[-16, 20, 6, -3, 26, -11, -3]","[-36, 36, 8, -10, 48, -26, -10]","[-0.05555555555555555, 0.05555555555555555, 0.25, -0.2, 0.041666666666666664, -0.07692307692307693, -0.2]","[-18, 18, 4, -5, 24, 2, -13, -5]","[-18, 4, -5, 24, -13, -5]",-1.2037385029525027,-1.203738502952503,-1.2037385029525027,-1.2037385029525027,-0.6401819997707783,-0.9705066566842628,-0.3209775343247987,No-violate,No-violate,No-violate,Violate,No-violate,Violate,0,0,0,1,0,1
336,"[24, 13, -6, 18, 1, -7, -9, -3]","[-9, 1, 18, 13, -3, 24, -6, -7]","[26, 15, -4, 20, 3, -5, -7, -1]","[48, 26, -12, 36, 2, -14, -18, -6]","[0.041666666666666664, 0.07692307692307693, -0.16666666666666666, 0.05555555555555555, 1.0, -0.14285714285714285, -0.1111111111111111, -0.3333333333333333]","[24, 13, -6, 18, 1, 2, -7, -9, -3]","[24, 13, -6, 18, 1, -7, -9]",-1.330547191591376,-1.330547191591376,-1.330547191591376,-1.330547191591376,1.9470271675662252,-1.0888882601478795,-1.5394089227523984,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
337,"[27, -6, 23]","[23, 27, -6]","[29, -4, 25]","[54, -12, 46]","[0.037037037037037035, -0.16666666666666666, 0.043478260869565216]","[27, -6, 2, 23]","[27, -6]",error,error,error,error,error,-1.8017860494689368,error,error,error,error,error,error,error,error,error,error,error,error,error
338,"[6, 18, -5, -20, 0, 21]","[18, -20, 0, 21, 6, -5]","[8, 20, -3, -18, 2, 23]","[12, 36, -10, -40, 0, 42]","[0.16666666666666666, 0.05555555555555555, -0.2, -0.05, 'ZeroDivisionError', 0.047619047619047616]","[6, 18, -5, -20, 0, 21, 2]","[6, 18, -5, 0, 21]",-1.0130150215550229,-1.0130150215550229,-1.0130150215550229,-1.0130150215550229,error,-0.7049431398859554,-1.6089065600149983,No-violate,No-violate,No-violate,error,No-violate,No-violate,0,0,0,error,0,0
339,"[12, -2, 10]","[-2, 10, 12]","[14, 0, 12]","[24, -4, 20]","[0.08333333333333333, -0.5, 0.1]","[12, -2, 10, 2]","[12, 10]",error,error,error,error,error,-1.7158673736961718,error,error,error,error,error,error,error,error,error,error,error,error,error
340,"[20, 3, -11, -20, 13, 7, 1, -11, -29, -4, 6]","[-20, 7, -4, -11, 6, -29, -11, 1, 20, 3, 13]","[22, 5, -9, -18, 15, 9, 3, -9, -27, -2, 8]","[40, 6, -22, -40, 26, 14, 2, -22, -58, -8, 12]","[0.05, 0.3333333333333333, -0.09090909090909091, -0.05, 0.07692307692307693, 0.14285714285714285, 1.0, -0.09090909090909091, -0.034482758620689655, -0.25, 0.16666666666666666]","[20, 3, -11, -20, 2, 13, 7, 1, -11, -29, -4, 6]","[20, 3, -11, -20, 13, 7, -11, -29, -4, 6]",-0.6836460418948018,-0.6836460418948027,-0.6836460418948018,-0.6836460418948018,2.747365781037985,-0.47053601743517115,-0.8971330146059393,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
341,"[-12, -16, 9, -18, -4, 11, 17, -23, -7]","[17, -12, -4, -16, -7, -23, 9, 11, -18]","[-10, -14, 11, -16, -2, 13, 19, -21, -5]","[-24, -32, 18, -36, -8, 22, 34, -46, -14]","[-0.08333333333333333, -0.0625, 0.1111111111111111, -0.05555555555555555, -0.25, 0.09090909090909091, 0.058823529411764705, -0.043478260869565216, -0.14285714285714285]","[-12, -16, 9, -18, -4, 2, 11, 17, -23, -7]","[-12, -16, 9, -18, -4, 11, 17, -23]",-1.3116959963016408,-1.3116959963016406,-1.3116959963016408,-1.3116959963016408,-0.6860573978144777,-1.2629855857310446,-1.50998197057962,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
342,"[-26, 3, 9, 9, 10, -26, -26, -11, 7, 13, -27, -12]","[9, -26, -11, 10, 7, -26, 9, -26, 3, -12, 13, -27]","[-24, 5, 11, 11, 12, -24, -24, -9, 9, 15, -25, -10]","[-52, 6, 18, 18, 20, -52, -52, -22, 14, 26, -54, -24]","[-0.038461538461538464, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111, 0.1, -0.038461538461538464, -0.038461538461538464, -0.09090909090909091, 0.14285714285714285, 0.07692307692307693, -0.037037037037037035, -0.08333333333333333]","[-26, 3, 9, 9, 10, -26, -26, -11, 7, 13, -27, -12, 2]","[-26, 3, 9, 9, 10, -26, -26, -11, 7, 13, -27]",-1.6945555243194035,-1.6945555243194033,-1.6945555243194035,-1.6945555243194035,0.31452205747748474,-1.5971691454105559,-1.7487470130611886,No-violate,No-violate,No-violate,Violate,No-violate,No-violate,0,0,0,1,0,0
343,"[17, 28, -6, 6, 25, -5, 17, 18, 17, 10, 16]","[25, 17, -6, 10, -5, 17, 6, 18, 17, 28, 16]","[19, 30, -4, 8, 27, -3, 19, 20, 19, 12, 18]","[34, 56, -12, 12, 50, -10, 34, 36, 34, 20, 32]","[0.058823529411764705, 0.03571428571428571, -0.16666666666666666, 0.16666666666666666, 0.04, -0.2, 0.058823529411764705, 0.05555555555555555, 0.058823529411764705, 0.1, 0.0625]","[17, 28, -6, 6, 2, 25, -5, 17, 18, 17, 10, 16]","[17, 28, -6, 6, 25, -5, 17, 18, 17, 10]",-0.6033475585633359,-0.6033475585633359,-0.6033475585633359,-0.6033475585633359,0.35253511615285404,-0.8924614411605636,-0.8460523094758616,No-violate,No-violate,No-violate,Violate,Violate,No-violate,0,0,0,1,1,0
344,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
345,[-32],[-32],[-30],[-64],[-0.03125],"[2, -32]",[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
346,[6],[6],[8],[12],[0.16666666666666666],"[6, 2]",[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
347,"[2, 2, 14, 9, 2, 15, 7, 8, 11, 13, -17]","[7, 14, -17, 9, 15, 2, 8, 11, 2, 2, 13]","[4, 4, 16, 11, 4, 17, 9, 10, 13, 15, -15]","[4, 4, 28, 18, 4, 30, 14, 16, 22, 26, -34]","[0.5, 0.5, 0.07142857142857142, 0.1111111111111111, 0.5, 0.06666666666666667, 0.14285714285714285, 0.125, 0.09090909090909091, 0.07692307692307693, -0.058823529411764705]","[2, 2, 2, 14, 9, 2, 15, 7, 8, 11, 13, -17]","[2, 2, 14, 9, 15, 7, 8, 11, 13, -17]",1.9356652949245516,1.9356652949245516,1.9356652949245516,1.9356652949245516,-0.9887449231868,1.9575504405068989,1.965385957102317,No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
348,"[1, 15]","[15, 1]","[3, 17]","[2, 30]","[1.0, 0.06666666666666667]","[1, 2, 15]",[1],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
349,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
350,"[-22, -14, -20, -2, 7, -3, -20, 17, -20, 11, -6]","[17, -20, 7, -6, -22, 11, -14, -2, -20, -3, -20]","[-20, -12, -18, 0, 9, -1, -18, 19, -18, 13, -4]","[-44, -28, -40, -4, 14, -6, -40, 34, -40, 22, -12]","[-0.045454545454545456, -0.07142857142857142, -0.05, -0.5, 0.14285714285714285, -0.3333333333333333, -0.05, 0.058823529411764705, -0.05, 0.09090909090909091, -0.16666666666666666]","[-22, -14, -20, -2, 7, -3, -20, 17, 2, -20, 11, -6]","[-22, -14, -20, -2, 7, -3, -20, 17, -20, 11]",-1.219063551199435,-1.2190635511994354,-1.219063551199435,-1.219063551199435,0.30405551837091416,-1.2407632138123699,-1.3745784826407574,No-violate,No-violate,No-violate,Violate,Violate,No-violate,0,0,0,1,1,0
